Flight_no,Flight_Date,day_of_week,is_weekend,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Flight_Status,Tail_no,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Flown_Coupon_Count,Passenger_Count,Route_Traffic,Daily_Flight_Volume,Flight_Load_Factor_Pct
436,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,245,245,245,29,
342,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,,,,,,,245,245,245,31,
148,2025-12-16,Tuesday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,244,244,487,21,
817,2025-12-16,Tuesday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,243,243,487,21,
846,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,Active,D-A2713,12.0,31.0,298.0,341.0,231,231,231,29,67.74
840,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,Active,D-A9398,7.0,34.0,290.0,331.0,238,238,238,29,71.9
369,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,241,241,241,29,
269,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,246,246,246,31,
982,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,A66800,7.0,27.0,300.0,334.0,243,243,243,31,72.75
575,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,240,240,460,29,
640,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,Active,D-A3419,6.0,27.0,292.0,325.0,220,220,460,29,67.69
650,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT9733,6.0,20.0,285.0,311.0,239,239,685,29,76.85
680,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V5865,15.0,32.0,292.0,339.0,229,229,685,29,67.55
531,2025-12-16,Tuesday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,244,244,244,21,
735,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,JNB,Tambo International Airport,DXB,Dubai International Airport,JNB-DXB,,,,,,,261,261,261,31,
433,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,215,215,215,29,
301,2025-12-16,Tuesday,False,December,Q4,2025,Star Air,XX,ADD,Addis Ababa Bole International Airport,DXB,Dubai International Airport,ADD-DXB,,,,,,,241,241,241,21,
367,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,ZRH,Zurich Airport (ZRH),DXB-ZRH,,,,,,,250,250,250,29,
850,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,9V2007,7.0,22.0,294.0,323.0,237,237,237,31,73.37
342,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,9V4480,7.0,34.0,289.0,330.0,229,229,229,29,69.39
629,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,VT8225,15.0,38.0,288.0,341.0,207,207,207,29,60.7
796,2025-12-16,Tuesday,False,December,Q4,2025,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,,,,,,,246,246,246,21,
840,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB,Dubai International Airport,MRU-DXB,,,,,,,241,241,241,31,
672,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,VT1318,10.0,23.0,299.0,332.0,250,250,508,31,75.3
343,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,Active,9V4480,7.0,34.0,289.0,330.0,258,258,508,31,78.18
640,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,,,,,,,244,244,244,31,
269,2025-12-07,Sunday,True,December,Q4,2025,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,A68867,16.0,34.0,298.0,348.0,260,260,260,29,74.71
651,2025-12-16,Tuesday,False,December,Q4,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,228,228,228,21,
399,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,234,234,468,31,
650,2025-12-04,Thursday,False,December,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,234,234,468,31,
339,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,Active,9V7617,14.0,34.0,291.0,339.0,249,249,481,20,73.45
706,2025-12-16,Tuesday,False,December,Q4,2025,Star Air,XX,SYD,Sydney Kingsford Smith Airport (SYD),DXB,Dubai International Airport,SYD-DXB,,,,,,,237,237,488,21,
446,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,,,,,,,237,237,716,28,
867,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,VT6758,13.0,40.0,285.0,338.0,252,252,503,18,74.56
811,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,,,,,,,267,267,267,18,
825,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,A67610,10.0,32.0,291.0,333.0,234,234,234,22,70.27
819,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB-BOM,,,,,,,238,238,238,20,
924,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,HAN,Noi Bai International Airport,DXB-HAN,Active,D-A3335,7.0,36.0,291.0,334.0,229,229,229,22,68.56
386,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,,,,,,,248,248,248,20,
819,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB,Dubai International Airport,BOM-DXB,Active,9V8060,6.0,30.0,290.0,326.0,249,249,249,18,76.38
748,2025-12-16,Tuesday,False,December,Q4,2025,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,249,249,249,21,
246,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,248,248,481,22,
658,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,Active,VT2581,14.0,37.0,295.0,346.0,238,238,238,18,68.79
130,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,,,,,,,246,246,246,20,
153,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,C-F2358,6.0,36.0,296.0,338.0,246,246,483,28,72.78
592,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,BNE,Brisbane Airport (BNE),DXB,Dubai International Airport,BNE-DXB,Active,VT7612,8.0,31.0,297.0,336.0,237,237,483,28,70.54
719,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB,Dubai International Airport,BOM-DXB,Active,9V9786,7.0,25.0,298.0,330.0,260,260,260,28,78.79
574,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,LGW,London Gatwick Airport,DXB,Dubai International Airport,LGW-DXB,,,,,,,242,242,242,28,
197,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,BHX,Birmingham,DXB,Dubai International Airport,BHX-DXB,,,,,,,241,241,241,28,
989,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,COK,Cochin International Airport,DXB,Dubai International Airport,COK-DXB,Active,A64903,10.0,26.0,282.0,318.0,250,250,250,28,78.62
581,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,Active,A69187,7.0,21.0,295.0,323.0,228,228,228,20,70.59
333,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,,,,,,,237,237,485,28,
545,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,CCU,Netaji Subhas Chandra Bose International Airport,DXB,Dubai International Airport,CCU-DXB,Active,VT5587,11.0,29.0,287.0,327.0,248,248,485,28,75.84
892,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DFW,Dallas/Fort Worth International Airport (DFW,DXB,Dubai International Airport,DFW-DXB,,,,,,,264,264,264,22,
658,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,CHC,Christchurch Airport,DXB,Dubai International Airport,CHC-DXB,,,,,,,232,232,481,20,
696,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,252,252,252,28,
926,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,CPT,Cape Town International Airport,DXB,Dubai International Airport,CPT-DXB,Active,D-A9092,13.0,37.0,292.0,342.0,247,247,247,28,72.22
270,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,244,244,244,28,
405,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,,,,,,,237,237,237,28,
339,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,230,230,230,28,
420,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,CMB,Bandaranaike International Airport (CMB),DXB-CMB,,,,,,,237,237,237,22,
818,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,,,,,,,241,241,241,22,
701,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,,,,,,,244,244,244,18,
876,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,250,250,493,20,
235,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,243,243,493,20,
223,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,,,,,,,237,237,237,22,
499,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB-HYD,,,,,,,240,240,240,22,
608,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,KUL,Kuala Lumpur International Airport,DXB-KUL,,,,,,,241,241,241,18,
524,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,COK,Cochin International Airport,DXB-COK,Active,D-A4304,12.0,29.0,300.0,341.0,249,249,249,28,73.02
117,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,,,,,,,232,232,232,20,
225,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,,,,,,,239,239,239,18,
895,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,Active,D-A1111,6.0,28.0,296.0,330.0,227,227,227,22,68.79
394,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,,,,,,,257,257,257,18,
998,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,Active,VT6034,10.0,21.0,286.0,317.0,245,245,245,18,77.29
139,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,Active,A68535,13.0,40.0,293.0,346.0,253,253,253,18,73.12
366,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,Active,A67106,12.0,30.0,292.0,334.0,250,250,250,18,74.85
735,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,JNB,Tambo International Airport,DXB-JNB,Active,VT6998,6.0,28.0,298.0,332.0,243,243,243,28,73.19
436,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,243,243,243,28,
694,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,DEL,Indira Gandhi International Airport,DXB-DEL,Active,A67134,9.0,34.0,290.0,333.0,246,246,246,22,73.87
231,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,233,233,481,22,
709,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,243,243,493,22,
504,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,250,250,493,22,
808,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,Active,A69653,16.0,30.0,296.0,342.0,237,237,237,22,69.3
793,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,,,,,,,231,231,231,20,
529,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,,,,,,,225,225,468,20,
542,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,,,,,,,243,243,468,20,
840,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,Active,D-A9398,7.0,34.0,290.0,331.0,234,234,234,28,70.69
640,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,Active,D-A3419,6.0,27.0,292.0,325.0,228,228,228,28,70.15
369,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,251,251,251,28,
748,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,C-F2539,12.0,30.0,297.0,339.0,235,235,235,22,69.32
161,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,241,241,484,20,
637,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,243,243,484,20,
706,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,Active,D-A7054,8.0,29.0,295.0,332.0,247,247,247,22,74.4
846,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,Active,D-A2713,12.0,31.0,298.0,341.0,231,231,231,28,67.74
199,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6238,13.0,40.0,296.0,349.0,258,258,515,18,73.93
222,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,VT6712,15.0,39.0,293.0,347.0,257,257,515,18,74.06
952,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,241,241,241,18,
702,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,,,,,,,243,243,716,28,
680,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V5865,15.0,32.0,292.0,339.0,236,236,716,28,69.62
150,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,Active,9V9796,12.0,31.0,296.0,339.0,260,260,260,22,76.7
367,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,DXB,Dubai International Airport,ZRH,Zurich Airport (ZRH),DXB-ZRH,,,,,,,236,236,236,28,
181,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,Active,VT3026,11.0,38.0,292.0,341.0,246,246,246,22,72.14
367,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,ZRH,Zurich Airport (ZRH),DXB,Dubai International Airport,ZRH-DXB,,,,,,,246,246,246,20,
165,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,VT7158,7.0,26.0,293.0,326.0,262,262,262,18,80.37
629,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,Active,VT8225,15.0,38.0,288.0,341.0,234,234,234,28,68.62
269,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,A68867,16.0,34.0,298.0,348.0,260,260,260,28,74.71
386,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,251,251,503,18,
394,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,KHI,Jinnah International Airport,DXB,Dubai International Airport,KHI-DXB,,,,,,,270,270,270,20,
404,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,248,248,248,22,
148,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,C-F9130,9.0,28.0,294.0,331.0,254,254,254,22,76.74
833,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,ORD,O'Hare International Airport (ORD),DXB,Dubai International Airport,ORD-DXB,Active,VT7554,11.0,36.0,292.0,339.0,257,257,257,18,75.81
276,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,PEW,Bacha Khan International Airport,DXB,Dubai International Airport,PEW-DXB,,,,,,,240,240,240,28,
117,2026-01-31,Saturday,True,January,Q1,2026,Star Air,XX,MAA,Chennai International Airport,DXB,Dubai International Airport,MAA-DXB,Active,D-A1897,10.0,33.0,297.0,340.0,245,245,245,18,72.06
576,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,243,243,483,20,
222,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,YUL,Montréal–Trudeau International Airport,DXB,Dubai International Airport,YUL-DXB,,,,,,,240,240,483,20,
422,2026-02-01,Sunday,True,February,Q1,2026,Star Air,XX,YYZ,Toronto Pearson International Airport,DXB,Dubai International Airport,YYZ-DXB,Active,9V1227,16.0,32.0,297.0,345.0,245,245,245,28,71.01
597,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,Active,9V6271,10.0,40.0,295.0,345.0,256,256,523,20,74.2
575,2026-02-11,Wednesday,False,February,Q1,2026,Star Air,XX,SIN,Singapore Changi Airport (SIN),DXB,Dubai International Airport,SIN-DXB,,,,,,,267,267,523,20,
907,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,C-F6404,8.0,26.0,295.0,329.0,259,259,513,22,78.72
745,2026-02-06,Friday,False,February,Q1,2026,Star Air,XX,MEL,Melbourne Airport (MEL),DXB,Dubai International Airport,MEL-DXB,Active,D-A7829,11.0,22.0,298.0,331.0,254,254,513,22,76.74
603,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,232,232,956,27,
760,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,247,247,956,27,
311,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,,,,,,,245,245,956,27,
192,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,,,,,,,244,244,244,13,
172,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,DEL,Indira Gandhi International Airport,DXB-DEL,Active,C-F2463,7.0,28.0,291.0,326.0,242,242,242,27,74.23
560,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,FRA,Frankfurt Airport (FRA),DXB-FRA,,,,,,,240,240,240,13,
950,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,CDG,Charles de Gaulle Airport (CDG),DXB-CDG,,,,,,,223,223,223,13,
907,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,239,239,239,27,
150,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,,,,,,,233,233,233,27,
815,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,Active,9V2606,6.0,25.0,286.0,317.0,235,235,235,27,74.13
456,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,Active,A62572,8.0,27.0,299.0,334.0,233,233,233,27,69.76
850,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,MEL,Melbourne Airport (MEL),DXB-MEL,,,,,,,239,239,239,13,
148,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,251,251,499,27,
817,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,,,,,,,248,248,499,27,
672,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,239,239,239,13,
531,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,245,245,483,27,
567,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,DXB,Dubai International Airport,SYD,Sydney Kingsford Smith Airport (SYD),DXB-SYD,,,,,,,238,238,483,27,
404,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,Active,9V7174,11.0,23.0,295.0,329.0,246,246,246,13,74.77
822,2025-12-08,Monday,False,December,Q4,2025,Star Air,XX,LHE,Allama Iqbal International Airport,DXB,Dubai International Airport,LHE-DXB,,,,,,,225,225,225,13,
924,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,HAN,Noi Bai International Airport,DXB,Dubai International Airport,HAN-DXB,,,,,,,247,247,247,27,
895,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,JFK,John F. Kennedy International Airport (JFK),DXB,Dubai International Airport,JFK-DXB,,,,,,,244,244,244,27,
331,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,LHR,Heathrow Airport,DXB,Dubai International Airport,LHR-DXB,,,,,,,241,241,241,27,
651,2025-10-28,Tuesday,False,October,Q4,2025,Star Air,XX,MIL,Milan–Malpensa Airport,DXB,Dubai International Airport,MIL-DXB,,,,,,,242,242,493,27,
