Route,Carrier_Name,Carrier_Code,month_num,month_name,quarter_label,year,Total_Tickets_Sold,Revenue_AED,Net_Revenue_AED,Total_Commission_AED,Total_Discount_AED,Total_Tax_AED,Avg_Fare_AED,Revenue_Rank
DXB-CPT,Star Air,XX,10,October,Q4,2025,654,1437313.0,1317121.22,86238.78,33953.0,141536.27,2197.73,26
DXB-MIL,Star Air,XX,10,October,Q4,2025,1018,1424598.0,1318949.12,85475.88,20173.0,130338.34,1399.41,27
DXB-COK,Star Air,XX,10,October,Q4,2025,1594,1382029.0,1220975.26,82921.74,78132.0,134723.66,867.02,28
LHE-DXB,Star Air,XX,10,October,Q4,2025,1444,1311455.287928,1214536.5029316,78687.31727568,18231.46772,120501.61110657,908.21,29
COK-DXB,Star Air,XX,10,October,Q4,2025,1443,1269733.216866,1178146.7600684,76183.99301196,15402.463786,118834.47471333,879.93,30
DXB-CCU,Star Air,XX,10,October,Q4,2025,1210,1222189.0,1089382.66,73331.34,59475.0,102473.15,1010.07,31
CCU-DXB,Star Air,XX,10,October,Q4,2025,1244,1214620.118225,1125114.3387711,72877.2070935,16628.572361,99538.14689175,976.38,32
DXB-YYZ,Star Air,XX,10,October,Q4,2025,240,1054670.0,980769.8,63280.2,10620.0,116013.93,4394.46,33
DXB-LHE,Star Air,XX,10,October,Q4,2025,1188,1049007.0,849820.58,62940.42,136246.0,99726.98,883.0,34
DXB-CDG,Star Air,XX,10,October,Q4,2025,377,1015774.0,941521.56,60946.44,13306.0,101536.8,2694.36,35
DXB-ZRH,Star Air,XX,10,October,Q4,2025,352,970029.0,896323.26,58201.74,15504.0,70876.7,2755.76,36
DXB-LHR,Star Air,XX,10,October,Q4,2025,620,914591.0,847436.54,54875.46,12279.0,73191.82,1475.15,37
LHR-DXB,Star Air,XX,10,October,Q4,2025,553,806358.78279,732074.8560016,48381.5269674,25902.399818,59981.02789529,1458.15,38
CDG-DXB,Star Air,XX,10,October,Q4,2025,280,800968.766086,735252.9537759,48058.12596516,17657.686344,75239.1971662,2860.6,39
AKL-DXB,Star Air,XX,10,October,Q4,2025,326,729297.424864,674707.2892669,43757.84549184,10832.290105,112420.94062513,2237.11,40
SIN-MEL,Star Air,XX,10,October,Q4,2025,185,725156.575614,673629.7445411,43509.39453684,8017.436536,301327.35440973,3919.77,41
ZRH-DXB,Star Air,XX,10,October,Q4,2025,257,700991.381108,644823.8644613,42059.48286648,14108.033782,56704.83769495,2727.59,42
PEW-DXB,Star Air,XX,10,October,Q4,2025,488,677114.966904,627519.4507127,40626.89801424,8968.618178,50117.44259379,1387.53,43
DXB-MAA,Star Air,XX,10,October,Q4,2025,773,671649.0,604153.06,40298.94,27197.0,73881.38,868.89,44
DXB-AKL,Star Air,XX,10,October,Q4,2025,271,648050.0,602387.0,38883.0,6780.0,100839.3,2391.33,45
DXB-CHC,Star Air,XX,10,October,Q4,2025,650,629224.0,583132.56,37753.44,8338.0,97350.2,968.04,46
FRA-DXB,Star Air,XX,10,October,Q4,2025,236,602879.947711,556329.9535764,36172.79686266,10377.197274,60287.58688287,2554.58,47
DXB-PEW,Star Air,XX,10,October,Q4,2025,479,600025.0,507680.5,36001.5,56343.0,41115.46,1252.66,48
MEL-SIN,Star Air,XX,10,October,Q4,2025,139,594745.36276,544039.0176629,35684.7217656,15021.623332,107053.89674907,4278.74,49
DXB-DUB,Star Air,XX,10,October,Q4,2025,160,592620.0,550144.8,35557.2,6918.0,106671.5,3703.88,50
MAA-DXB,Star Air,XX,10,October,Q4,2025,670,581846.751269,539472.0192002,34910.80507614,7463.926993,64002.66706719,868.43,51
KHI-DXB,Star Air,XX,10,October,Q4,2025,578,554623.873011,513579.0916082,33277.43238066,7767.349022,59634.58633405,959.56,52
CHC-DXB,Star Air,XX,10,October,Q4,2025,509,528009.171417,485703.2557161,31680.55028502,10625.365415,80600.57548051,1037.35,53
HAN-DXB,Star Air,XX,10,October,Q4,2025,305,518493.275141,478211.5126362,31109.59650846,9172.165996,82958.92394682,1699.98,54
DXB-HAN,Star Air,XX,10,October,Q4,2025,331,502148.0,-5411877.88,30128.88,5883897.0,80343.84,1517.06,55
DUB-DXB,Star Air,XX,10,October,Q4,2025,122,483593.410658,444009.778428,29015.60463948,10568.027591,141181.53040384,3963.88,56
DXB-GVA,Star Air,XX,10,October,Q4,2025,164,356085.0,326116.9,21365.1,8603.0,39168.37,2171.25,57
BOM-DXB,Star Air,XX,10,October,Q4,2025,401,353287.49099,326600.3724369,21197.2494594,5489.869094,35854.57205674,881.02,58
DXB-KHI,Star Air,XX,10,October,Q4,2025,322,325521.0,259975.74,19531.26,46014.0,35002.49,1010.93,59
DXB-FRA,Star Air,XX,10,October,Q4,2025,100,304977.0,283328.38,18298.62,3350.0,30497.55,3049.77,60
GVA-DXB,Star Air,XX,10,October,Q4,2025,137,289823.763341,269536.5337676,17389.42580046,2897.803772,38534.13151077,2115.5,61
SVO-DXB,Star Air,XX,10,October,Q4,2025,194,261696.106274,242884.6218463,15701.76637644,3109.718052,23552.61626288,1348.95,62
DEL-DXB,Star Air,XX,10,October,Q4,2025,271,245436.885466,228246.0093609,14726.21312796,2464.662977,26998.08195054,905.67,63
DXB-BOM,Star Air,XX,10,October,Q4,2025,242,221130.0,199388.2,13267.8,8474.0,22622.16,913.76,64
DXB-DEL,Star Air,XX,10,October,Q4,2025,240,217174.0,193311.56,13030.44,10832.0,23889.23,904.89,65
DXB-SVO,Star Air,XX,10,October,Q4,2025,157,215017.0,195381.98,12901.02,6734.0,19351.46,1369.54,66
CMB-DXB,Star Air,XX,10,October,Q4,2025,204,202791.0528,188625.0027266,12167.463168,1998.586905,3492.33306108,994.07,67
DXB-KUL,Star Air,XX,10,October,Q4,2025,183,193056.0,169534.64,11583.36,11938.0,11583.31,1054.95,68
JNB-DXB,Star Air,XX,10,October,Q4,2025,188,184023.825209,170897.0519346,11041.42951254,2085.343762,25483.78971225,978.85,69
DXB-CMB,Star Air,XX,10,October,Q4,2025,163,168514.0,147402.16,10110.84,11001.0,10110.99,1033.83,70
JFK-MIL,Star Air,XX,10,October,Q4,2025,187,155968.487145,144166.5582775,9358.1092287,2443.819639,20794.77466671,834.06,71
DXB-LGW,Star Air,XX,10,October,Q4,2025,190,152284.0,135347.96,9137.04,7799.0,9137.17,801.49,72
KUL-DXB,Star Air,XX,10,October,Q4,2025,159,151926.422143,141359.38769,9115.58532858,1451.449124,20072.23687383,955.51,73
DXB-HYD,Star Air,XX,10,October,Q4,2025,154,144002.0,126209.88,8640.12,9152.0,7200.0,935.08,74
HYD-DXB,Star Air,XX,10,October,Q4,2025,149,136503.418357,126883.4693824,8190.20510142,1429.743873,6825.17401527,916.13,75
DXB-ADD,Star Air,XX,10,October,Q4,2025,154,134815.0,117770.1,8088.9,8956.0,8089.4,875.42,76
BHX-DXB,Star Air,XX,10,October,Q4,2025,158,128980.422967,119217.6113789,7738.82537802,2023.986212,17465.32513362,816.33,77
DXB-BHX,Star Air,XX,10,October,Q4,2025,153,119282.0,102720.08,7156.92,9405.0,11927.85,779.62,78
SYD-KUL,Star Air,XX,10,October,Q4,2025,113,112977.502596,104527.3183192,6778.65015576,1671.534121,25552.73633195,999.8,79
DXB-MUC,Star Air,XX,10,October,Q4,2025,124,108443.0,100619.42,6506.58,1317.0,10844.5,874.54,80
KUL-SYD,Star Air,XX,10,October,Q4,2025,108,107131.238465,99266.220913,6427.8743079,1437.143244,16610.68887012,991.96,81
MUC-DXB,Star Air,XX,10,October,Q4,2025,110,104613.06143,96491.399348,6276.7836858,1844.878397,13597.12493836,951.03,82
DXB-JNB,Star Air,XX,10,October,Q4,2025,115,102942.0,66395.48,6176.52,30370.0,6176.42,895.15,83
LGW-DXB,Star Air,XX,10,October,Q4,2025,107,98123.693185,91554.8582729,5887.4215911,681.413322,12998.37612275,917.04,84
ADD-DXB,Star Air,XX,10,October,Q4,2025,116,89950.18992,83792.2575648,5397.0113952,760.92096,11871.2298912,775.43,85
MIL-JFK,Star Air,XX,10,October,Q4,2025,86,78528.477208,66993.3122575,4711.70863248,6823.456318,10650.33580171,913.12,86
HAN-ADD,Star Air,XX,10,October,Q4,2025,1,3239.216968,3044.8171399,194.35301808,0.04681,194.35302261,3239.22,87
DXB-MEL,Star Air,XX,11,November,Q4,2025,1702,6669578.0,6173010.32,400174.68,96393.0,1236537.64,3918.67,1
MEL-DXB,Star Air,XX,11,November,Q4,2025,1455,5605753.110771,5181623.3920258,336345.18664626,87784.532098,1036273.0786173,3852.75,2
DXB-BNE,Star Air,XX,11,November,Q4,2025,3076,5550783.0,5137751.02,333046.98,79985.0,1019837.35,1804.55,3
SYD-DXB,Star Air,XX,11,November,Q4,2025,2265,5361203.352435,4951075.1268196,321672.2011461,88456.024467,992677.71490488,2366.98,4
BNE-DXB,Star Air,XX,11,November,Q4,2025,2758,4849335.739181,4469803.9764285,290960.14435086,88571.618396,896322.81442625,1758.28,5
DXB-SYD,Star Air,XX,11,November,Q4,2025,1792,4488038.0,4158689.72,269282.28,60066.0,833470.63,2504.49,6
DXB-YUL,Star Air,XX,11,November,Q4,2025,3420,3136073.0,2904182.62,188164.38,43726.0,311986.66,916.98,7
YUL-DXB,Star Air,XX,11,November,Q4,2025,3254,3095576.027226,2859035.8323353,185734.56163356,50805.633244,307374.6158303,951.31,8
DXB-BKK,Star Air,XX,11,November,Q4,2025,1444,2917389.0,2675213.66,175043.34,67132.0,580827.0,2020.35,9
BKK-DXB,Star Air,XX,11,November,Q4,2025,1472,2917270.703598,2700049.0027998,175036.24221588,42185.458583,583854.40891321,1981.84,10
DXB-ORD,Star Air,XX,11,November,Q4,2025,836,2774183.0,2571114.02,166450.98,36618.0,303873.79,3318.4,11
ORD-DXB,Star Air,XX,11,November,Q4,2025,695,2431143.289661,2232215.5083461,145868.59737966,53059.183936,268483.33488995,3498.05,12
DFW-DXB,Star Air,XX,11,November,Q4,2025,453,1974084.691454,1821514.5124624,118445.08148724,34125.097509,195138.36273268,4357.8,13
SIN-DXB,Star Air,XX,11,November,Q4,2025,1448,1951545.895024,1802859.4167411,117092.75370144,31593.724586,227793.06303768,1347.75,14
DXB-IAH,Star Air,XX,11,November,Q4,2025,544,1889982.0,1745880.08,113398.92,30703.0,194083.3,3474.23,15
DXB-SIN,Star Air,XX,11,November,Q4,2025,1400,1804688.0,1668897.72,108281.28,27509.0,211226.14,1289.06,16
IAH-DXB,Star Air,XX,11,November,Q4,2025,498,1746309.918291,1590953.1291466,104778.59509746,50578.194047,177708.48413216,3506.65,17
JFK-DXB,Star Air,XX,11,November,Q4,2025,403,1703510.606004,1568975.257122,102210.63636024,32324.712522,168802.98655094,4227.07,18
DXB-JFK,Star Air,XX,11,November,Q4,2025,369,1448784.0,1336802.96,86927.04,25054.0,152544.05,3926.24,19
DXB-CPT,Star Air,XX,11,November,Q4,2025,623,1395707.0,1284484.58,83742.42,27480.0,136212.47,2240.3,20
DXB-DFW,Star Air,XX,11,November,Q4,2025,312,1373288.0,1269101.72,82397.28,21789.0,135595.6,4401.56,21
MRU-DXB,Star Air,XX,11,November,Q4,2025,679,1358908.197274,1261432.3516013,81534.49183644,15941.353837,111426.12921505,2001.34,22
CPT-DXB,Star Air,XX,11,November,Q4,2025,581,1332689.98317,1234579.1690741,79961.3989902,18149.415106,130788.30382099,2293.79,23
DXB-COK,Star Air,XX,11,November,Q4,2025,1469,1278303.0,1143030.82,76698.18,58574.0,123848.19,870.19,24
DXB-MRU,Star Air,XX,11,November,Q4,2025,632,1266293.0,1155914.42,75977.58,34401.0,104226.07,2003.63,25
YYZ-DXB,Star Air,XX,11,November,Q4,2025,289,1253798.254661,1144475.0212281,75227.89527966,34095.338155,137922.62923834,4338.4,26
MIL-DXB,Star Air,XX,11,November,Q4,2025,891,1230581.757582,1138276.8137865,73834.90545492,18470.038342,109470.87076588,1381.12,27
DXB-MIL,Star Air,XX,11,November,Q4,2025,878,1169437.0,1079098.78,70166.22,20172.0,107504.4,1331.93,28
COK-DXB,Star Air,XX,11,November,Q4,2025,1338,1148818.576075,1063466.5730554,68929.1145645,16422.888455,107816.45002604,858.61,29
LHE-DXB,Star Air,XX,11,November,Q4,2025,1243,1138829.96942,1054528.9963267,68329.7981652,15971.174928,103624.89136022,916.19,30
CCU-DXB,Star Air,XX,11,November,Q4,2025,1071,1087510.704971,1007689.0860253,65250.64229826,14570.976648,90015.80037267,1015.42,31
DXB-CCU,Star Air,XX,11,November,Q4,2025,1037,1048750.0,924002.0,62925.0,61823.0,86856.9,1011.33,32
DXB-LHE,Star Air,XX,11,November,Q4,2025,1093,1023077.0,873440.38,61384.62,88252.0,96164.5,936.03,33
DXB-CDG,Star Air,XX,11,November,Q4,2025,344,937238.0,863790.72,56234.28,17213.0,93052.84,2724.53,34
DXB-ZRH,Star Air,XX,11,November,Q4,2025,289,885244.0,823991.36,53114.64,8138.0,64521.84,3063.13,35
DXB-YYZ,Star Air,XX,11,November,Q4,2025,213,877713.0,815645.22,52662.78,9405.0,96548.62,4120.72,36
LHR-DXB,Star Air,XX,11,November,Q4,2025,491,765933.232583,703996.5240307,45955.99395498,15980.714598,58855.79607061,1559.95,37
SIN-MEL,Star Air,XX,11,November,Q4,2025,182,752217.396354,695825.6383259,45133.04378124,11258.714246,306903.5706592,4133.06,38
DXB-LHR,Star Air,XX,11,November,Q4,2025,498,745835.0,689671.9,44750.1,11413.0,59771.05,1497.66,39
DXB-DUB,Star Air,XX,11,November,Q4,2025,177,720055.0,667648.7,43203.3,9203.0,129609.81,4068.11,40
CDG-DXB,Star Air,XX,11,November,Q4,2025,244,706289.106808,649596.0022754,42377.34640848,14315.758124,67975.27136272,2894.63,41
ZRH-DXB,Star Air,XX,11,November,Q4,2025,226,691067.127998,634665.0626415,41464.02767988,14938.037678,53869.22425667,3057.82,42
AKL-DXB,Star Air,XX,11,November,Q4,2025,272,675762.775027,619063.322649,40545.76650162,16153.685876,104788.54193967,2484.42,43
PEW-DXB,Star Air,XX,11,November,Q4,2025,469,668287.821557,620022.9050711,40097.26929342,8167.647192,48241.70246724,1424.92,44
DXB-MAA,Star Air,XX,11,November,Q4,2025,734,628481.0,564042.14,37708.86,26730.0,69133.09,856.24,45
DXB-CHC,Star Air,XX,11,November,Q4,2025,604,585426.0,541623.44,35125.56,8677.0,90145.79,969.25,46
DXB-PEW,Star Air,XX,11,November,Q4,2025,471,584098.0,489963.12,35045.88,59089.0,41040.34,1240.12,47
MAA-DXB,Star Air,XX,11,November,Q4,2025,567,518656.88266,482459.1501596,31119.4129596,5078.31954,57051.92555341,914.74,48
HAN-DXB,Star Air,XX,11,November,Q4,2025,317,503028.333264,467061.4806882,30181.69999584,5785.15258,80484.53334521,1586.84,49
FRA-DXB,Star Air,XX,11,November,Q4,2025,192,496700.958299,454989.0535102,29802.05749794,11909.847291,49669.47481862,2586.98,50
DXB-AKL,Star Air,XX,11,November,Q4,2025,215,490603.0,452487.82,29436.18,8679.0,76220.96,2281.87,51
CHC-DXB,Star Air,XX,11,November,Q4,2025,452,476598.851289,440474.4950987,28595.93107734,7528.425113,73196.43497383,1054.42,52
DXB-HAN,Star Air,XX,11,November,Q4,2025,290,474876.0,-759992.56,28492.56,1206376.0,75979.31,1637.5,53
MEL-SIN,Star Air,XX,11,November,Q4,2025,111,447726.924406,414338.4189182,26863.61546436,6524.890023,80592.15867222,4033.58,54
KHI-DXB,Star Air,XX,11,November,Q4,2025,476,436571.543461,404289.0035193,26194.29260766,6088.247333,47069.2890102,917.17,55
DUB-DXB,Star Air,XX,11,November,Q4,2025,98,350634.964257,325845.8095314,21038.09785542,3751.05687,102359.52093874,3577.91,56
DXB-GVA,Star Air,XX,11,November,Q4,2025,161,340158.0,309074.52,20409.48,10674.0,37417.57,2112.78,57
BOM-DXB,Star Air,XX,11,November,Q4,2025,350,318948.1389,295084.7560802,19136.888334,4726.494485,31978.61616791,911.28,58
GVA-DXB,Star Air,XX,11,November,Q4,2025,143,300972.915168,279447.911535,18058.37491008,3466.628722,41084.94065619,2104.71,59
DXB-KHI,Star Air,XX,11,November,Q4,2025,315,292043.0,239953.42,17522.58,34567.0,31370.28,927.12,60
SVO-DXB,Star Air,XX,11,November,Q4,2025,205,268097.765083,249465.5348509,16085.86590498,2546.364327,24128.82553376,1307.79,61
DXB-FRA,Star Air,XX,11,November,Q4,2025,93,240418.0,223476.92,14425.08,2516.0,24041.94,2585.14,62
DXB-SVO,Star Air,XX,11,November,Q4,2025,152,202272.0,187294.68,12136.32,2841.0,18205.12,1330.74,63
CMB-DXB,Star Air,XX,11,November,Q4,2025,206,198599.930422,184860.0802949,11915.99582532,1823.854302,3420.15446567,964.08,64
DXB-DEL,Star Air,XX,11,November,Q4,2025,222,196169.0,172531.86,11770.14,11867.0,21579.13,883.64,65
DEL-DXB,Star Air,XX,11,November,Q4,2025,226,195352.533412,181195.2810981,11721.15200472,2436.100309,21488.79377824,864.39,66
DXB-BOM,Star Air,XX,11,November,Q4,2025,194,195067.0,170970.98,11704.02,12392.0,19690.51,1005.5,67
DXB-KUL,Star Air,XX,11,November,Q4,2025,178,177270.0,157349.8,10636.2,9284.0,10636.14,995.9,68
DXB-LGW,Star Air,XX,11,November,Q4,2025,196,169050.0,152458.0,10143.0,6449.0,10143.17,862.5,69
JFK-MIL,Star Air,XX,11,November,Q4,2025,170,166566.8532,154368.565824,9994.011192,2204.276184,21085.13195381,979.81,70
DXB-CMB,Star Air,XX,11,November,Q4,2025,160,159474.0,140057.56,9568.44,9848.0,9568.79,996.71,71
DXB-BHX,Star Air,XX,11,November,Q4,2025,170,149099.0,136369.06,8945.94,3784.0,14909.58,877.05,72
DXB-ADD,Star Air,XX,11,November,Q4,2025,150,143644.0,125924.36,8618.64,9101.0,8619.05,957.63,73
BHX-DXB,Star Air,XX,11,November,Q4,2025,156,142155.220439,131514.9373935,8529.31322634,2110.969819,18487.35917933,911.25,74
JNB-DXB,Star Air,XX,11,November,Q4,2025,156,140215.961296,129384.1047382,8412.95767776,2418.89888,18544.00802146,898.82,75
DXB-MUC,Star Air,XX,11,November,Q4,2025,144,134251.0,123381.94,8055.06,2814.0,13425.18,932.3,76
KUL-DXB,Star Air,XX,11,November,Q4,2025,141,132035.294282,122088.4191106,7922.11765692,2024.757514,17342.69319711,936.42,77
KUL-SYD,Star Air,XX,11,November,Q4,2025,104,128481.76262,117272.1667948,7708.9057572,3500.690068,19921.20458206,1235.4,78
LGW-DXB,Star Air,XX,11,November,Q4,2025,110,117921.412886,110024.2959812,7075.28477316,821.832132,16295.73566054,1072.01,79
DXB-HYD,Star Air,XX,11,November,Q4,2025,127,109870.0,99358.8,6592.2,3919.0,5493.53,865.12,80
HYD-DXB,Star Air,XX,11,November,Q4,2025,119,104674.828613,96715.2615857,6280.48971678,1679.07731,5233.74829588,879.62,81
MUC-DXB,Star Air,XX,11,November,Q4,2025,112,103751.752228,96109.3947373,6225.10513368,1417.252357,13294.58177806,926.35,82
DXB-JNB,Star Air,XX,11,November,Q4,2025,101,93543.0,56898.42,5612.58,31032.0,5612.46,926.17,83
ADD-DXB,Star Air,XX,11,November,Q4,2025,116,89952.38952,83748.7902288,5397.1433712,806.45592,11871.522504,775.45,84
MIL-JFK,Star Air,XX,11,November,Q4,2025,68,78781.341973,70870.9724148,4726.88051838,3183.48904,9517.7488355,1158.55,85
SYD-KUL,Star Air,XX,11,November,Q4,2025,73,70617.407165,65176.6283403,4237.0444299,1203.734395,15972.04623766,967.36,86
DXB-MEL,Star Air,XX,12,December,Q4,2025,1553,6324219.0,5842483.86,379453.14,102282.0,1173202.45,4072.26,1
MEL-DXB,Star Air,XX,12,December,Q4,2025,1345,5815762.158584,5379714.4302435,348945.72951504,87101.998825,1075598.66341461,4323.99,2
SYD-DXB,Star Air,XX,12,December,Q4,2025,2094,5467018.309322,5047194.0398334,328021.09855932,91803.17093,1013869.52512867,2610.8,3
DXB-BNE,Star Air,XX,12,December,Q4,2025,2730,5296836.0,4901274.84,317810.16,77751.0,979643.48,1940.23,4
BNE-DXB,Star Air,XX,12,December,Q4,2025,2607,5002686.851077,4630223.2890941,300161.21106462,72302.350918,928484.01432236,1918.94,5
DXB-SYD,Star Air,XX,12,December,Q4,2025,1571,3994412.0,3698824.28,239664.72,55923.0,743369.02,2542.59,6
YUL-DXB,Star Air,XX,12,December,Q4,2025,3269,3130019.567248,2890925.7293915,187801.17403488,51292.663826,309607.28178586,957.49,7
DXB-YUL,Star Air,XX,12,December,Q4,2025,3156,2982496.0,2761484.24,178949.76,42062.0,295507.07,945.02,8
DXB-ORD,Star Air,XX,12,December,Q4,2025,746,2817873.0,2609359.62,169072.38,39441.0,308647.54,3777.31,9
BKK-DXB,Star Air,XX,12,December,Q4,2025,1272,2702350.116671,2500549.4557286,162141.00700026,39659.653941,537872.06695822,2124.49,10
DXB-BKK,Star Air,XX,12,December,Q4,2025,1298,2639535.0,2419847.9,158372.1,61315.0,524660.41,2033.54,11
ORD-DXB,Star Air,XX,12,December,Q4,2025,652,2384702.782823,2192907.3005015,143082.16696938,48713.315352,263912.32742851,3657.52,12
SIN-DXB,Star Air,XX,12,December,Q4,2025,1453,1983588.259739,1830590.772053,119015.29558434,33982.192102,230671.51591406,1365.17,13
DFW-DXB,Star Air,XX,12,December,Q4,2025,397,1852742.873196,1713360.2062894,111164.57239176,28218.094516,184808.86263039,4666.86,14
DXB-SIN,Star Air,XX,12,December,Q4,2025,1294,1811197.0,1678762.18,108671.82,23763.0,211999.6,1399.69,15
DXB-IAH,Star Air,XX,12,December,Q4,2025,499,1766479.0,1633335.26,105988.74,27155.0,182553.06,3540.04,16
IAH-DXB,Star Air,XX,12,December,Q4,2025,427,1574869.567148,1446802.4995242,94492.17402888,33574.893595,160014.98728178,3688.22,17
YYZ-DXB,Star Air,XX,12,December,Q4,2025,312,1482410.273603,1371556.542972,88944.61641618,21909.114215,163064.44105926,4751.31,18
JFK-DXB,Star Air,XX,12,December,Q4,2025,293,1367131.837915,1263362.6747812,82027.9102749,21741.252859,133407.55383874,4665.98,19
DXB-CPT,Star Air,XX,12,December,Q4,2025,584,1351108.0,1251720.52,81066.48,18321.0,134152.19,2313.54,20
DXB-DFW,Star Air,XX,12,December,Q4,2025,298,1303838.0,1207293.72,78230.28,18314.0,128245.12,4375.3,21
DXB-JFK,Star Air,XX,12,December,Q4,2025,286,1267186.0,1178360.84,76031.16,12794.0,133691.63,4430.72,22
MRU-DXB,Star Air,XX,12,December,Q4,2025,619,1261148.820391,1165232.1380278,75668.92922346,20247.75314,107462.74420065,2037.4,23
CPT-DXB,Star Air,XX,12,December,Q4,2025,537,1231607.488061,1139140.9193575,73896.44928366,18570.119419,121787.58346959,2293.5,24
DXB-MRU,Star Air,XX,12,December,Q4,2025,567,1166736.0,1069403.84,70004.16,27328.0,93360.46,2057.74,25
COK-DXB,Star Air,XX,12,December,Q4,2025,1240,1147663.339738,1062394.4059133,68859.80038428,16409.13344,108015.63409687,925.53,26
DXB-COK,Star Air,XX,12,December,Q4,2025,1262,1136990.0,1045019.6,68219.4,23751.0,110098.52,900.94,27
LHE-DXB,Star Air,XX,12,December,Q4,2025,1184,1126590.516585,1043836.4308244,67595.4309951,15158.654765,103665.82927519,951.51,28
CCU-DXB,Star Air,XX,12,December,Q4,2025,997,1090109.063461,1010381.0600506,65406.54380766,14321.459602,89476.66438258,1093.39,29
DXB-CCU,Star Air,XX,12,December,Q4,2025,1011,1084762.0,997409.28,65085.72,22267.0,90636.26,1072.96,30
DXB-MIL,Star Air,XX,12,December,Q4,2025,800,1080409.0,1001034.46,64824.54,14550.0,99995.91,1350.51,31
DXB-LHE,Star Air,XX,12,December,Q4,2025,1112,1062018.0,945924.92,63721.08,52372.0,100852.66,955.05,32
MIL-DXB,Star Air,XX,12,December,Q4,2025,832,1038007.933659,962447.3350446,62280.47601954,13280.122595,92045.40461684,1247.61,33
DXB-ZRH,Star Air,XX,12,December,Q4,2025,274,858928.0,793017.32,51535.68,14375.0,62025.19,3134.77,34
DXB-CDG,Star Air,XX,12,December,Q4,2025,299,825866.0,764808.04,49551.96,11506.0,81960.71,2762.09,35
DXB-DUB,Star Air,XX,12,December,Q4,2025,196,815371.0,755376.74,48922.26,11072.0,146766.76,4160.06,36
LHR-DXB,Star Air,XX,12,December,Q4,2025,459,796201.052821,735250.4002866,47772.06316926,13178.589365,56322.51258129,1734.64,37
DXB-LHR,Star Air,XX,12,December,Q4,2025,477,739452.0,684719.88,44367.12,10365.0,57875.51,1550.21,38
PEW-DXB,Star Air,XX,12,December,Q4,2025,476,686115.065042,634039.8920861,41166.90390252,10908.269053,50267.36037474,1441.42,39
DXB-YYZ,Star Air,XX,12,December,Q4,2025,166,663357.0,614252.58,39801.42,9303.0,72968.58,3996.13,40
SIN-MEL,Star Air,XX,12,December,Q4,2025,149,651250.410015,600971.535276,39075.0246009,11203.850138,271979.39380393,4370.81,41
AKL-DXB,Star Air,XX,12,December,Q4,2025,253,639591.341217,592278.8887378,38375.48047302,8936.972007,98881.27691722,2528.03,42
DXB-CHC,Star Air,XX,12,December,Q4,2025,579,617913.0,571084.22,37074.78,9754.0,94991.0,1067.21,43
DXB-PEW,Star Air,XX,12,December,Q4,2025,453,590937.0,547770.78,35456.22,7710.0,41084.27,1304.5,44
DXB-MAA,Star Air,XX,12,December,Q4,2025,628,575012.0,524984.28,34500.72,15527.0,63252.49,915.62,45
ZRH-DXB,Star Air,XX,12,December,Q4,2025,191,550611.068902,502207.3162546,33036.66413412,15367.088513,43457.57339089,2882.78,46
HAN-DXB,Star Air,XX,12,December,Q4,2025,316,541175.286053,499029.89286,32470.51716318,9674.876029,86588.04566975,1712.58,47
CDG-DXB,Star Air,XX,12,December,Q4,2025,192,539139.149221,498060.7696152,32348.34895326,8730.030653,52517.01746,2808.02,48
CHC-DXB,Star Air,XX,12,December,Q4,2025,441,484784.789351,448418.4036712,29087.08736106,7279.298317,74072.1104132,1099.29,49
DXB-HAN,Star Air,XX,12,December,Q4,2025,287,474230.0,439229.2,28453.8,6547.0,75877.17,1652.37,50
MAA-DXB,Star Air,XX,12,December,Q4,2025,520,466021.647087,431132.5580145,27961.29882522,6927.790247,51262.08521801,896.2,51
KHI-DXB,Star Air,XX,12,December,Q4,2025,474,461391.721869,426782.8699434,27683.50331214,6925.348613,49782.69046414,973.4,52
FRA-DXB,Star Air,XX,12,December,Q4,2025,184,459670.65961,421790.5108758,27580.2395766,10299.909158,45966.20033319,2498.21,53
MEL-SIN,Star Air,XX,12,December,Q4,2025,106,455186.653008,423790.8642654,27311.19918048,4084.589562,81933.90476612,4294.21,54
DXB-AKL,Star Air,XX,12,December,Q4,2025,190,445809.0,413768.46,26748.54,5292.0,69988.85,2346.36,55
DUB-DXB,Star Air,XX,12,December,Q4,2025,110,418287.498764,385616.8858878,25097.24992584,7573.36295,122109.84881436,3802.61,56
GVA-DXB,Star Air,XX,12,December,Q4,2025,155,361443.917336,334703.0597155,21686.63504016,5054.22258,50313.6969363,2331.9,57
BOM-DXB,Star Air,XX,12,December,Q4,2025,361,342728.307992,317506.9627519,20563.69847952,4657.64676,34410.29599604,949.39,58
DXB-GVA,Star Air,XX,12,December,Q4,2025,151,336616.0,313642.04,20196.96,2777.0,37028.01,2229.25,59
SVO-DXB,Star Air,XX,12,December,Q4,2025,211,323814.462504,299981.8322088,19428.86775024,4403.762545,29143.31106763,1534.67,60
DXB-KHI,Star Air,XX,12,December,Q4,2025,283,309306.0,287887.64,18558.36,2860.0,33345.79,1092.95,61
CMB-DXB,Star Air,XX,12,December,Q4,2025,181,209632.694115,194876.6820005,12577.9616469,2178.050468,3610.15363364,1158.19,62
DXB-SVO,Star Air,XX,12,December,Q4,2025,148,208757.0,193200.58,12525.42,3031.0,18787.91,1410.52,63
