Sale_Date,month_name,quarter_label,year,Carrier_Number,Carrier_Name,Carrier_Code,Origin_Airport_Code,Origin_Airport_Name,Destination_Airport_Code,Destination_Airport_Name,Route,Agent_Code,Agent_Name,Agent_Location_Type,Booking_Class_Code,Booking_Class_Description,Class_of_Travel,Original_Currency,Total_Tickets_Sold,Gross_Fare_AED,Net_Fare_AED,Total_Tax_AED,Commission_Amount_AED,Discount_Amount_AED,Avg_Ticket_Value_AED
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,GVA,Geneva Airport (GVA),DXB-GVA,7805185,Kanoo Travel,GSA,H,Economy,Y,AED,2,3939.0,3702.66,433.19,236.34,0.0,1969.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,DEL,Indira Gandhi International Airport,DXB-DEL,7805184,Uranus Travel & Tours,BSP,S,Economy,Y,AED,2,1577.0,1482.38,173.47,94.62,0.0,788.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB-HYD,7805184,Uranus Travel & Tours,BSP,V,Economy,Y,AED,1,791.0,664.54,39.53,47.46,79.0,791.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,7805184,Uranus Travel & Tours,BSP,V,Economy,Y,AED,6,6860.0,6230.4,515.99,411.6,218.0,1143.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,H,Economy,Y,AED,7,12336.0,11420.84,2555.54,740.16,175.0,1762.29
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,GVA,Geneva Airport (GVA),DXB-GVA,7805184,Uranus Travel & Tours,BSP,S,Economy,Y,AED,2,3935.0,3501.9,432.9,236.1,197.0,1967.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,7805185,Kanoo Travel,GSA,J,Business Class,J,AED,1,13540.0,12727.6,1353.99,812.4,0.0,13540.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,7805184,Uranus Travel & Tours,BSP,Q,Economy,Y,AED,1,877.0,824.38,131.53,52.62,0.0,877.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,FRA,Frankfurt Airport (FRA),DXB-FRA,7805185,Kanoo Travel,GSA,V,Economy,Y,AED,3,6557.0,5945.58,655.67,393.42,218.0,2185.67
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,7805185,Kanoo Travel,GSA,G,Economy,Y,AED,8,6116.0,3468.04,672.83,366.96,2281.0,764.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,7805185,Kanoo Travel,GSA,O,Economy,Y,AED,8,7498.0,7048.12,1162.91,449.88,0.0,937.25
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,SIN,Singapore Changi Airport (SIN),DXB-SIN,7805185,Kanoo Travel,GSA,K,Economy,Y,AED,10,11978.0,11131.32,1400.6,718.68,128.0,1197.8
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,7805184,Uranus Travel & Tours,BSP,G,Economy,Y,AED,5,4120.0,3872.8,361.25,247.2,0.0,824.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LGW,London Gatwick Airport,DXB-LGW,7805185,Kanoo Travel,GSA,S,Economy,Y,AED,3,2232.0,2098.08,133.9,133.92,0.0,744.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,KUL,Kuala Lumpur International Airport,DXB-KUL,7805184,Uranus Travel & Tours,BSP,V,Economy,Y,AED,3,2627.0,2469.38,157.62,157.62,0.0,875.67
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,IAH,George Bush Intercontinental Airport,DXB-IAH,7805185,Kanoo Travel,GSA,L,Economy,Y,AED,5,15382.0,14277.08,1663.59,922.92,182.0,3076.4
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,IAH,George Bush Intercontinental Airport,DXB-IAH,7805184,Uranus Travel & Tours,BSP,B,Economy,Y,AED,5,15586.0,14650.84,1650.59,935.16,0.0,3117.2
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,7805184,Uranus Travel & Tours,BSP,B,Economy,Y,AED,7,6499.0,6007.06,568.54,389.94,102.0,928.43
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,DEL,Indira Gandhi International Airport,DXB-DEL,7805184,Uranus Travel & Tours,BSP,M,Economy,Y,AED,2,1578.0,1404.32,173.53,94.68,79.0,789.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,7805184,Uranus Travel & Tours,BSP,B,Economy,Y,AED,7,20280.0,18495.2,2291.42,1216.8,568.0,2897.14
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805185,Kanoo Travel,GSA,I,Business Class,J,AED,1,5243.0,4928.42,1101.05,314.58,0.0,5243.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CDG,Charles de Gaulle Airport (CDG),DXB-CDG,7805184,Uranus Travel & Tours,BSP,S,Economy,Y,AED,1,2272.0,2135.68,204.46,136.32,0.0,2272.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,7805184,Uranus Travel & Tours,BSP,V,Economy,Y,AED,13,10798.0,10150.12,940.84,647.88,0.0,830.62
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,7805184,Uranus Travel & Tours,BSP,K,Economy,Y,AED,3,4618.0,4171.92,230.94,277.08,169.0,1539.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,B,Economy,Y,AED,7,12292.0,11204.48,2476.59,737.52,350.0,1756.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,7805185,Kanoo Travel,GSA,A,First Class,F,AED,2,34492.0,32422.48,6208.57,2069.52,0.0,17246.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,7805185,Kanoo Travel,GSA,L,Economy,Y,AED,3,5581.0,5071.14,572.21,334.86,175.0,1860.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BHX,Birmingham,DXB-BHX,7805184,Uranus Travel & Tours,BSP,V,Economy,Y,AED,6,4659.0,4230.46,465.78,279.54,149.0,776.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,7805184,Uranus Travel & Tours,BSP,Y,Economy,Y,AED,14,11566.0,10635.04,1080.26,693.96,237.0,826.14
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805185,Kanoo Travel,GSA,Q,Economy,Y,AED,12,21364.0,19382.16,4206.42,1281.84,700.0,1780.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,7805184,Uranus Travel & Tours,BSP,Y,Economy,Y,AED,3,3942.0,3705.48,275.9,236.52,0.0,1314.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,7805184,Uranus Travel & Tours,BSP,L,Economy,Y,AED,5,4686.0,4292.84,733.38,281.16,112.0,937.2
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,7805184,Uranus Travel & Tours,BSP,O,Economy,Y,AED,7,15032.0,14130.08,1448.14,901.92,0.0,2147.43
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,7805184,Uranus Travel & Tours,BSP,N,Economy,Y,AED,5,6986.0,6435.84,552.22,419.16,131.0,1397.2
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,ADD,Addis Ababa Bole International Airport,DXB-ADD,7805184,Uranus Travel & Tours,BSP,Q,Economy,Y,AED,1,788.0,740.72,47.26,47.28,0.0,788.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,7805185,Kanoo Travel,GSA,B,Economy,Y,AED,3,3449.0,3242.06,241.73,206.94,0.0,1149.67
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,7805184,Uranus Travel & Tours,BSP,M,Economy,Y,AED,6,5399.0,4973.06,827.55,323.94,102.0,899.83
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MUC,Munich Airport (MUC),DXB-MUC,7805185,Kanoo Travel,GSA,N,Economy,Y,AED,1,746.0,626.24,74.61,44.76,75.0,746.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,7805184,Uranus Travel & Tours,BSP,O,Economy,Y,AED,13,10841.0,9953.54,1106.95,650.46,237.0,833.92
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,7805184,Uranus Travel & Tours,BSP,M,Economy,Y,AED,5,7067.0,6373.98,688.66,424.02,269.0,1413.4
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CMB,Bandaranaike International Airport (CMB),DXB-CMB,7805185,Kanoo Travel,GSA,Y,Economy,Y,AED,2,1861.0,-508.66,111.61,111.66,2258.0,930.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,DUB,Dublin Airport (DUB),DXB-DUB,7805185,Kanoo Travel,GSA,N,Economy,Y,AED,2,6553.0,6159.82,1179.59,393.18,0.0,3276.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,7805184,Uranus Travel & Tours,BSP,S,Economy,Y,AED,6,7175.0,6503.5,531.87,430.5,241.0,1195.83
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,SVO,Sheremetyevo International Airport,DXB-SVO,7805185,Kanoo Travel,GSA,B,Economy,Y,AED,1,1225.0,1151.5,110.28,73.5,0.0,1225.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,7805184,Uranus Travel & Tours,BSP,Q,Economy,Y,AED,9,7380.0,6937.2,811.63,442.8,0.0,820.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,7805185,Kanoo Travel,GSA,O,Economy,Y,AED,8,6082.0,5642.08,669.04,364.92,75.0,760.25
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,FRA,Frankfurt Airport (FRA),DXB-FRA,7805184,Uranus Travel & Tours,BSP,G,Economy,Y,AED,4,9183.0,8632.02,918.36,550.98,0.0,2295.75
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CMB,Bandaranaike International Airport (CMB),DXB-CMB,7805184,Uranus Travel & Tours,BSP,H,Economy,Y,AED,4,3677.0,1101.38,220.59,220.62,2355.0,919.25
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,7805185,Kanoo Travel,GSA,O,Economy,Y,AED,5,4227.0,3973.38,456.5,253.62,0.0,845.4
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MUC,Munich Airport (MUC),DXB-MUC,7805185,Kanoo Travel,GSA,H,Economy,Y,AED,1,744.0,699.36,74.42,44.64,0.0,744.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CMB,Bandaranaike International Airport (CMB),DXB-CMB,7805184,Uranus Travel & Tours,BSP,S,Economy,Y,AED,3,2875.0,2702.5,172.48,172.5,0.0,958.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,SVO,Sheremetyevo International Airport,DXB-SVO,7805184,Uranus Travel & Tours,BSP,O,Economy,Y,AED,3,3721.0,3497.74,334.85,223.26,0.0,1240.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,O,Economy,Y,AED,10,18188.0,13546.72,3819.52,1091.28,3550.0,1818.8
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CPT,Cape Town International Airport,DXB-CPT,7805184,Uranus Travel & Tours,BSP,G,Economy,Y,AED,7,14541.0,13668.54,1513.18,872.46,0.0,2077.29
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,HAN,Noi Bai International Airport,DXB-HAN,7805185,Kanoo Travel,GSA,O,Economy,Y,AED,1,1401.0,1316.94,224.11,84.06,0.0,1401.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,7805185,Kanoo Travel,GSA,N,Economy,Y,AED,9,28406.0,25893.64,3090.83,1704.36,808.0,3156.22
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,IAH,George Bush Intercontinental Airport,DXB-IAH,7805184,Uranus Travel & Tours,BSP,L,Economy,Y,AED,5,14228.0,12806.32,1507.9,853.68,568.0,2845.6
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,7805185,Kanoo Travel,GSA,K,Economy,Y,AED,4,4630.0,4352.2,310.53,277.8,0.0,1157.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MUC,Munich Airport (MUC),DXB-MUC,7805185,Kanoo Travel,GSA,O,Economy,Y,AED,2,1488.0,1398.72,148.76,89.28,0.0,744.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,7805185,Kanoo Travel,GSA,L,Economy,Y,AED,3,12039.0,11316.66,1191.66,722.34,0.0,4013.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,7805184,Uranus Travel & Tours,BSP,K,Economy,Y,AED,5,9126.0,8228.44,582.48,547.56,350.0,1825.2
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,7805184,Uranus Travel & Tours,BSP,B,Economy,Y,AED,12,10127.0,9440.38,912.73,607.62,79.0,843.92
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,7805185,Kanoo Travel,GSA,V,Economy,Y,AED,7,5607.0,3170.58,616.77,336.42,2100.0,801.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,7805185,Kanoo Travel,GSA,N,Economy,Y,AED,3,2632.0,2386.08,385.88,157.92,88.0,877.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,7805185,Kanoo Travel,GSA,V,Economy,Y,AED,4,15752.0,14439.88,1648.58,945.12,367.0,3938.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,7805185,Kanoo Travel,GSA,V,Economy,Y,AED,10,30043.0,27670.42,3184.5,1802.58,570.0,3004.3
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB-BOM,7805185,Kanoo Travel,GSA,G,Economy,Y,AED,2,1596.0,1500.24,159.46,95.76,0.0,798.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MIL,Milan–Malpensa Airport,DXB-MIL,7805185,Kanoo Travel,GSA,B,Economy,Y,AED,12,13111.0,12264.34,1164.12,786.66,60.0,1092.58
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,DFW,Dallas/Fort Worth International Airport (DFW,DXB-DFW,7805185,Kanoo Travel,GSA,H,Economy,Y,AED,6,22856.0,21484.64,2403.99,1371.36,0.0,3809.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,7805185,Kanoo Travel,GSA,F,First Class,F,AED,3,52513.0,45179.22,9624.62,3150.78,4183.0,17504.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,7805185,Kanoo Travel,GSA,M,Economy,Y,AED,10,7530.0,5193.2,828.22,451.8,1885.0,753.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MAA,Chennai International Airport,DXB-MAA,7805184,Uranus Travel & Tours,BSP,N,Economy,Y,AED,8,6314.0,5860.16,694.62,378.84,75.0,789.25
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,PEW,Bacha Khan International Airport,DXB-PEW,7805185,Kanoo Travel,GSA,Y,Economy,Y,AED,5,6101.0,5734.94,438.12,366.06,0.0,1220.2
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LGW,London Gatwick Airport,DXB-LGW,7805185,Kanoo Travel,GSA,K,Economy,Y,AED,1,744.0,699.36,44.65,44.64,0.0,744.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,ADD,Addis Ababa Bole International Airport,DXB-ADD,7805185,Kanoo Travel,GSA,O,Economy,Y,AED,1,788.0,740.72,47.27,47.28,0.0,788.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,7805184,Uranus Travel & Tours,BSP,K,Economy,Y,AED,7,6371.0,5988.74,966.42,382.26,0.0,910.14
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,KHI,Jinnah International Airport,DXB-KHI,7805184,Uranus Travel & Tours,BSP,G,Economy,Y,AED,4,3425.0,3140.5,358.25,205.5,79.0,856.25
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,7805184,Uranus Travel & Tours,BSP,F,First Class,F,AED,3,24577.0,23102.38,2244.81,1474.62,0.0,8192.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,7805185,Kanoo Travel,GSA,V,Economy,Y,AED,5,8881.0,8173.14,602.88,532.86,175.0,1776.2
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,7805184,Uranus Travel & Tours,BSP,G,Economy,Y,AED,5,4672.0,4391.68,700.28,280.32,0.0,934.4
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,7805185,Kanoo Travel,GSA,Q,Economy,Y,AED,10,9355.0,8511.7,756.16,561.3,282.0,935.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,7805184,Uranus Travel & Tours,BSP,L,Economy,Y,AED,4,5298.0,4980.12,396.22,317.88,0.0,1324.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,SVO,Sheremetyevo International Airport,DXB-SVO,7805184,Uranus Travel & Tours,BSP,L,Economy,Y,AED,1,1225.0,1151.5,110.24,73.5,0.0,1225.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,CHC,Christchurch Airport,DXB-CHC,7805184,Uranus Travel & Tours,BSP,S,Economy,Y,AED,6,5401.0,5076.94,837.77,324.06,0.0,900.17
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,LHR,Heathrow Airport,DXB-LHR,7805185,Kanoo Travel,GSA,H,Economy,Y,AED,6,7905.0,7299.7,632.77,474.3,131.0,1317.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,MRU,Sir Seewoosagur Ramgoolam International Airport,DXB-MRU,7805185,Kanoo Travel,GSA,K,Economy,Y,AED,4,7874.0,7226.56,691.14,472.44,175.0,1968.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,GVA,Geneva Airport (GVA),DXB-GVA,7805185,Kanoo Travel,GSA,O,Economy,Y,AED,3,6517.0,6125.98,716.96,391.02,0.0,2172.33
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,JFK,John F. Kennedy International Airport (JFK),DXB-JFK,7805184,Uranus Travel & Tours,BSP,V,Economy,Y,AED,3,11631.0,10933.14,1146.77,697.86,0.0,3877.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BHX,Birmingham,DXB-BHX,7805184,Uranus Travel & Tours,BSP,M,Economy,Y,AED,3,2451.0,2303.94,245.09,147.06,0.0,817.0
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,BOM,Chhatrapati Shivaji Maharaj International Airport,DXB-BOM,7805184,Uranus Travel & Tours,BSP,H,Economy,Y,AED,5,4148.0,2053.12,424.18,248.88,1846.0,829.6
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,DUB,Dublin Airport (DUB),DXB-DUB,7805184,Uranus Travel & Tours,BSP,N,Economy,Y,AED,4,13106.0,12319.64,2359.11,786.36,0.0,3276.5
2025-09-05,September,Q3,2025,888,Star Air,XX,DXB,Dubai International Airport,AKL,Auckland Airport,DXB-AKL,7805185,Kanoo Travel,GSA,G,Economy,Y,AED,4,7865.0,7393.1,1219.23,471.9,0.0,1966.25
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805185,Kanoo Travel,GSA,S,Economy,Y,AED,3,5255.0,4589.7,980.49,315.3,350.0,1751.67
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805185,Kanoo Travel,GSA,V,Economy,Y,AED,2,3497.0,3112.18,734.35,209.82,175.0,1748.5
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805185,Kanoo Travel,GSA,Y,Economy,Y,AED,1,1749.0,1644.06,367.25,104.94,0.0,1749.0
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805185,Kanoo Travel,GSA,K,Economy,Y,AED,1,1748.0,1643.12,349.51,104.88,0.0,1748.0
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,AKL,Auckland Airport,DXB-AKL,7805185,Kanoo Travel,GSA,L,Economy,Y,AED,4,7900.0,7426.0,1284.15,474.0,0.0,1975.0
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,K,Economy,Y,AED,2,3494.0,3284.36,733.79,209.64,0.0,1747.0
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,G,Economy,Y,AED,4,6997.0,6577.18,1451.59,419.82,0.0,1749.25
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,AKL,Auckland Airport,DXB-AKL,7805184,Uranus Travel & Tours,BSP,F,First Class,F,AED,1,23362.0,21960.28,3270.66,1401.72,0.0,23362.0
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,G,Economy,Y,AED,3,5243.0,4753.42,1031.13,314.58,175.0,1747.67
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,V,Economy,Y,AED,2,3496.0,3286.24,734.24,209.76,0.0,1748.0
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,AKL,Auckland Airport,DXB-AKL,7805185,Kanoo Travel,GSA,M,Economy,Y,AED,1,1969.0,1850.86,275.64,118.14,0.0,1969.0
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,M,Economy,Y,AED,3,5297.0,4804.18,1094.24,317.82,175.0,1765.67
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BKK,Suvarnabhumi Airport,DXB-BKK,7805184,Uranus Travel & Tours,BSP,Q,Economy,Y,AED,3,5246.0,4756.24,1101.78,314.76,175.0,1748.67
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,BNE,Brisbane Airport (BNE),DXB-BNE,7805184,Uranus Travel & Tours,BSP,Y,Economy,Y,AED,4,6223.0,5696.62,1150.76,373.38,153.0,1555.75
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,CCU,Netaji Subhas Chandra Bose International Airport,DXB-CCU,7805185,Kanoo Travel,GSA,O,Economy,Y,AED,3,2647.0,2400.18,211.62,158.82,88.0,882.33
2024-10-06,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,HYD,Hyderabad - Rajiv Gandhi International Airport,DXB-HYD,7805185,Kanoo Travel,GSA,K,Economy,Y,AED,1,787.0,739.78,39.35,47.22,0.0,787.0
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,LHE,Allama Iqbal International Airport,DXB-LHE,7805184,Uranus Travel & Tours,BSP,B,Economy,Y,AED,2,1592.0,1496.48,151.48,95.52,0.0,796.0
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,ORD,O'Hare International Airport (ORD),DXB-ORD,7805184,Uranus Travel & Tours,BSP,M,Economy,Y,AED,2,5681.0,5340.14,596.54,340.86,0.0,2840.5
2024-10-03,October,Q4,2024,888,Star Air,XX,DXB,Dubai International Airport,YUL,Montréal–Trudeau International Airport,DXB-YUL,7805184,Uranus Travel & Tours,BSP,H,Economy,Y,AED,6,4855.0,4563.7,468.44,291.3,0.0,809.17
