Flight_Date,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Flight_no,Route,Origin_Airport_Name,Destination_Airport_Name,Flight_Details_Flag,Flight_Status,Carrier_Type,Passenger_Count,Coupon_Count,First_Class_Seats,Business_Class_Seats,Economy_Class_Seats,Total_Seats,Load_Factor_Pct,Starair_Revenue_AED,Starair_Net_Revenue_AED,Starair_Commission_AED,Starair_Discount_AED,Starair_Tax_AED,Starair_Tickets_Sold,Inward_Billed_Amount,Inward_Billed_Commission,Inward_Accepted_Amount,Inward_Accepted_Commission,Inward_Rejected_Amount,Inward_Rejected_Commission,Inward_Ticket_Count,Inward_Acceptance_Rate_Pct,Settlement_Sale_Value,Settlement_Billing_Value,Settlement_Invoice_Count,Settlement_Ticket_Count,Settlement_Variance
2025-08-24,August,Q3,2025,Star Air,XX,545,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Available,Active,Star Air,249,249,11,29,287,327,76.15,252199.92377000,232460.3375370,15131.99542620,4607.59080700,25219.98393888,249,2028760.00,121725.60,1724129.34,103447.86,304630.67,18277.74,2460,84.98,670522240.00,670522240.00,3114,9645,0.00
2025-06-11,June,Q2,2025,Star Air,XX,658,CHC-DXB,Christchurch Airport,Dubai International Airport,Not Available,null,Star Air,253,253,null,null,null,0,null,null,null,null,null,null,null,1747400.00,104844.00,1480499.40,87090.34,266900.60,17753.66,2176,84.73,638522872.00,638522872.00,3543,12642,0.00
2025-10-01,October,Q4,2025,Star Air,XX,962,DXB-GVA,Dubai International Airport,Geneva Airport (GVA),Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,1751220.00,105073.20,1482737.89,88964.28,268482.12,16108.92,2917,84.67,432119267.00,432119267.00,3482,11584,0.00
2025-08-13,August,Q3,2025,Star Air,XX,574,DXB-LGW,Dubai International Airport,London Gatwick Airport,Available,Active,Star Air,249,249,7,27,293,327,76.15,233031.00000000,215721.1400000,13981.86000000,3328.00000000,13982.06000000,249,954740.00,57284.40,809543.83,48572.43,145196.18,8711.97,1657,84.79,451077123.00,451077123.00,3094,9481,0.00
2025-08-28,August,Q3,2025,Star Air,XX,629,DXB-MIL,Dubai International Airport,Milan–Malpensa Airport,Not Available,null,Star Air,230,230,null,null,null,0,null,null,null,null,null,null,null,1372710.00,82362.60,1162139.77,69728.49,210570.23,12634.11,2418,84.66,384030629.00,384030629.00,3138,9729,0.00
2026-02-27,February,Q1,2026,Star Air,XX,771,BKK-DXB,Suvarnabhumi Airport,Dubai International Airport,Not Available,null,Star Air,269,269,null,null,null,0,null,null,null,null,null,null,null,587980.00,35278.80,496767.63,29806.30,91212.37,5472.50,1270,84.49,96297560.00,96297560.00,904,1377,0.00
2025-04-10,April,Q2,2025,Star Air,XX,912,DXB-COK,Dubai International Airport,Cochin International Airport,Available,Active,Star Air,243,243,14,35,290,339,71.68,228512.00000000,211424.2800000,13710.72000000,3377.00000000,20566.49000000,243,1296900.00,77814.00,1096919.88,66076.40,199980.12,11737.60,2449,84.58,87941828.00,87941828.00,1446,2589,0.00
2025-11-20,November,Q4,2025,Star Air,XX,592,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,237,237,null,null,null,0,null,null,null,null,null,null,null,1323435.00,79406.10,1116661.83,66999.48,206773.17,12406.62,1909,84.38,120204279.00,120204279.00,1213,1992,0.00
2025-01-26,January,Q1,2025,Star Air,XX,924,DXB-HAN,Dubai International Airport,Noi Bai International Airport,Available,Active,Star Air,225,225,7,36,291,334,67.37,347546.00000000,321967.2400000,20852.76000000,4726.00000000,55607.83000000,225,1713285.00,102797.10,1452689.77,87161.35,260595.23,15635.75,2565,84.79,111464129.00,111464129.00,1573,2990,0.00
2025-04-03,April,Q2,2025,Star Air,XX,233,BNE-DXB,Brisbane Airport (BNE),Dubai International Airport,Available,Active,Star Air,249,249,8,27,299,334,74.55,442734.09262800,410594.9603598,26564.04555768,5575.08670900,84116.97518931,249,726920.00,43615.20,616399.27,37016.27,110520.73,6598.93,1161,84.80,194706500.00,194706500.00,1436,2647,0.00
2025-12-06,December,Q4,2025,Star Air,XX,819,BOM-DXB,Chhatrapati Shivaji Maharaj International Airport,Dubai International Airport,Available,Active,Star Air,239,239,6,30,290,326,73.31,218083.62297400,202887.3979344,13085.01737844,2111.20766100,19627.53969463,239,1112395.00,66743.70,943570.55,56614.19,168824.46,10129.51,1979,84.82,67707263.00,67707263.00,1144,1887,0.00
2025-11-16,November,Q4,2025,Star Air,XX,574,LGW-DXB,London Gatwick Airport,Dubai International Airport,Not Available,null,Star Air,248,248,null,null,null,0,null,221205.52573000,206869.6561111,13272.33154380,1063.53807300,30071.14309072,248,1212380.00,72742.80,1027377.65,61642.62,185002.35,11100.18,1931,84.74,234350140.00,234350140.00,2120,4720,0.00
2025-02-12,February,Q1,2025,Star Air,XX,199,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1247550.00,74853.00,1052113.06,63126.83,195436.95,11726.17,2239,84.33,156543439.00,156543439.00,1538,2840,0.00
2025-04-29,April,Q2,2025,Star Air,XX,625,DXB-BKK,Dubai International Airport,Suvarnabhumi Airport,Not Available,null,Star Air,227,227,null,null,null,0,null,null,null,null,null,null,null,1182325.00,70939.50,1000579.23,59060.42,181745.77,11879.08,2194,84.63,104885268.00,104885268.00,1281,2122,0.00
2025-05-13,May,Q2,2025,Star Air,XX,393,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Available,Active,Star Air,255,255,8,34,292,334,76.35,271526.94597900,251900.7219331,16291.61675874,3334.60728700,29867.95287355,255,739865.00,44391.90,622577.78,36952.48,117287.23,7439.42,1420,84.15,492757067.00,492757067.00,3316,10587,0.00
2025-09-21,September,Q3,2025,Star Air,XX,367,DXB-ZRH,Dubai International Airport,Zurich Airport (ZRH),Not Available,null,Star Air,203,203,null,null,null,0,null,null,null,null,null,null,null,2711495.00,162689.70,2291691.94,137501.27,419803.06,25188.43,3572,84.52,534094190.00,534094190.00,3386,10897,0.00
2026-01-13,January,Q1,2026,Star Air,XX,285,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,1094965.00,65697.90,923068.06,55384.04,171896.94,10313.86,1934,84.30,81175627.00,81175627.00,981,1515,0.00
2026-03-07,March,Q1,2026,Star Air,XX,702,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Not Available,null,Star Air,241,241,null,null,null,0,null,null,null,null,null,null,null,1440305.00,86418.30,1213948.05,72836.81,226356.95,13581.49,2372,84.28,63579242.00,63579242.00,865,1291,0.00
2025-01-16,January,Q1,2025,Star Air,XX,106,DXB-COK,Dubai International Airport,Cochin International Airport,Not Available,null,Star Air,253,253,null,null,null,0,null,null,null,null,null,null,null,648870.00,38932.20,549476.10,32968.57,99393.90,5963.63,1546,84.68,264097468.00,264097468.00,1549,2880,0.00
2025-12-10,December,Q4,2025,Star Air,XX,117,DXB-MAA,Dubai International Airport,Chennai International Airport,Not Available,null,Star Air,233,233,null,null,null,0,null,null,null,null,null,null,null,1540890.00,92453.40,1305378.56,78322.68,235511.44,14130.72,2173,84.72,123454656.00,123454656.00,1160,1864,0.00
2025-03-14,March,Q1,2025,Star Air,XX,348,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,255,255,null,null,null,0,null,null,null,null,null,null,null,594045.00,35642.70,502977.23,30178.50,91067.77,5464.20,1501,84.67,189125888.00,189125888.00,1526,2800,0.00
2025-06-10,June,Q2,2025,Star Air,XX,706,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Not Available,null,Star Air,241,241,null,null,null,0,null,null,null,null,null,null,null,1008385.00,60503.10,854392.83,49877.53,153992.17,10625.57,1894,84.73,697106702.00,697106702.00,3550,12481,0.00
2025-12-30,December,Q4,2025,Star Air,XX,817,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,1182825.00,70969.50,1004756.34,60285.29,178068.67,10684.21,1954,84.95,50975411.00,50975411.00,1088,1800,0.00
2025-06-19,June,Q2,2025,Star Air,XX,277,DXB-PEW,Dubai International Airport,Bacha Khan International Airport,Not Available,null,Star Air,228,228,null,null,null,0,null,null,null,null,null,null,null,1270250.00,76215.00,1075421.38,64196.73,194828.62,12018.27,2206,84.66,665958959.00,665958959.00,3466,11732,0.00
2025-08-27,August,Q3,2025,Star Air,XX,576,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,242,242,null,null,null,0,null,null,null,null,null,null,null,1060930.00,63655.80,899876.07,53992.59,161053.94,9663.21,1473,84.82,485752297.00,485752297.00,3174,9718,0.00
2025-08-31,August,Q3,2025,Star Air,XX,480,CCU-DXB,Netaji Subhas Chandra Bose International Airport,Dubai International Airport,Available,Active,Star Air,242,242,7,21,293,321,75.39,241307.02113000,223387.1197814,14478.42126780,3441.48008100,26543.75835292,242,1463170.00,87790.20,1233925.49,74035.59,229244.51,13754.61,1934,84.33,480451904.00,480451904.00,3217,9961,0.00
2025-02-14,February,Q1,2025,Star Air,XX,796,DXB-MAA,Dubai International Airport,Chennai International Airport,Available,Active,Star Air,247,247,10,21,297,328,75.30,189443.00000000,175658.4200000,11366.58000000,2418.00000000,20839.33000000,247,932165.00,55929.90,790316.75,47418.78,141848.25,8511.12,2035,84.78,66074484.00,66074484.00,1539,2914,0.00
2025-06-10,June,Q2,2025,Star Air,XX,924,HAN-DXB,Noi Bai International Airport,Dubai International Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1008385.00,60503.10,854392.83,49877.53,153992.17,10625.57,1894,84.73,697106702.00,697106702.00,3550,12481,0.00
2025-01-09,January,Q1,2025,Star Air,XX,592,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,258,258,null,null,null,0,null,null,null,null,null,null,null,998510.00,59910.60,845183.26,50710.83,153326.74,9199.77,1764,84.64,88915496.00,88915496.00,1507,2811,0.00
2025-05-21,May,Q2,2025,Star Air,XX,453,DXB-MUC,Dubai International Airport,Munich Airport (MUC),Available,Active,Star Air,247,247,8,22,292,322,76.71,244964.00000000,226934.1600000,14697.84000000,3332.00000000,24495.87000000,247,1225375.00,73522.50,1034739.89,57781.99,190635.11,15740.51,1904,84.44,778519620.00,778519620.00,3983,15709,0.00
2025-05-16,May,Q2,2025,Star Air,XX,223,DXB-CPT,Dubai International Airport,Cape Town International Airport,Not Available,null,Star Air,244,244,null,null,null,0,null,null,null,null,null,null,null,961835.00,57710.10,806402.46,48384.32,155432.54,9325.78,1722,83.84,692164464.00,692164464.00,3621,12877,0.00
2025-05-02,May,Q2,2025,Star Air,XX,504,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,235,235,null,null,null,0,null,null,null,null,null,null,null,853155.00,51189.30,720091.69,43205.50,133063.31,7983.80,1722,84.40,179536148.00,179536148.00,1591,2989,0.00
2025-07-30,July,Q3,2025,Star Air,XX,998,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,249,249,null,null,null,0,null,null,null,null,null,null,null,2006000.00,120360.00,1692676.22,101560.38,313323.78,18799.62,2403,84.38,460956777.00,460956777.00,3211,9730,0.00
2026-02-20,February,Q1,2026,Star Air,XX,348,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,241,241,null,null,null,0,null,null,null,null,null,null,null,777690.00,46661.40,657954.67,39477.13,119735.33,7184.27,1756,84.60,124196819.00,124196819.00,997,1471,0.00
2025-12-10,December,Q4,2025,Star Air,XX,529,DXB-ORD,Dubai International Airport,O'Hare International Airport (ORD),Not Available,null,Star Air,227,227,null,null,null,0,null,null,null,null,null,null,null,1540890.00,92453.40,1305378.56,78322.68,235511.44,14130.72,2173,84.72,123454656.00,123454656.00,1160,1864,0.00
2025-03-29,March,Q1,2025,Star Air,XX,551,MAA-DXB,Chennai International Airport,Dubai International Airport,Available,Active,Star Air,202,202,9,24,294,327,61.77,169222.05875400,156558.5809023,10153.32352524,2510.15432600,18614.27720035,202,1374440.00,82466.40,1165960.58,69957.64,208479.42,12508.76,2734,84.83,82420577.00,82420577.00,1508,2699,0.00
2025-06-14,June,Q2,2025,Star Air,XX,139,DXB-CPT,Dubai International Airport,Cape Town International Airport,Available,Active,Star Air,249,249,13,40,293,346,71.97,609161.00000000,563653.3400000,36549.66000000,8958.00000000,67007.48000000,249,829130.00,49747.80,701098.44,41192.47,128031.56,8555.33,1423,84.56,614519515.00,614519515.00,3506,12031,0.00
2025-09-19,September,Q3,2025,Star Air,XX,504,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,228,228,null,null,null,0,null,null,null,null,null,null,null,601580.00,36094.80,506966.67,30417.95,94613.33,5676.85,1207,84.27,482091606.00,482091606.00,3361,10854,0.00
2025-07-16,July,Q3,2025,Star Air,XX,998,LHE-DXB,Allama Iqbal International Airport,Dubai International Airport,Not Available,null,Star Air,244,244,null,null,null,0,null,null,null,null,null,null,null,1093865.00,65631.90,927865.08,55672.02,165999.92,9959.88,1448,84.82,507762153.00,507762153.00,3141,9971,0.00
2025-10-14,October,Q4,2025,Star Air,XX,748,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,232,232,null,null,null,0,null,null,null,null,null,null,null,713855.00,42831.30,603072.61,36184.23,110782.39,6647.07,1460,84.48,641613672.00,641613672.00,3611,13083,0.00
2025-12-13,December,Q4,2025,Star Air,XX,222,DXB-YUL,Dubai International Airport,Montréal–Trudeau International Airport,Available,Active,Star Air,242,242,15,39,293,347,69.74,216076.00000000,200652.4400000,12964.56000000,2459.00000000,21608.15000000,242,1696200.00,101772.00,1426797.81,85607.45,269402.19,16164.55,3120,84.12,63896884.00,63896884.00,1152,1851,0.00
2025-11-09,November,Q4,2025,Star Air,XX,433,KHI-DXB,Jinnah International Airport,Dubai International Airport,Not Available,null,Star Air,248,248,null,null,null,0,null,null,null,null,null,null,null,1877420.00,112645.20,1586554.68,95193.09,290865.32,17452.11,2664,84.51,538481319.00,538481319.00,3269,10107,0.00
2025-03-16,March,Q1,2025,Star Air,XX,524,DXB-COK,Dubai International Airport,Cochin International Airport,Available,Active,Star Air,257,257,12,29,300,341,75.37,222422.00000000,206144.6800000,13345.32000000,2932.00000000,26690.56000000,257,1979235.00,118754.10,1672510.99,100350.67,306724.02,18403.43,2210,84.50,149328494.00,149328494.00,1433,2696,0.00
2025-04-22,April,Q2,2025,Star Air,XX,383,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Available,Active,Star Air,247,247,7,37,294,338,73.08,648491.34639400,598095.8323421,38909.48078364,11486.03326800,116731.86637379,247,1601595.00,96095.70,1353812.99,80029.10,247782.01,16066.60,2904,84.53,46992190.00,46992190.00,1343,2369,0.00
2025-11-23,November,Q4,2025,Star Air,XX,270,DXB-BKK,Dubai International Airport,Suvarnabhumi Airport,Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,1825380.00,109522.80,1540717.61,92442.86,284662.39,17079.94,2204,84.41,87284880.00,87284880.00,1177,2010,0.00
2025-11-21,November,Q4,2025,Star Air,XX,137,DXB-SYD,Dubai International Airport,Sydney Kingsford Smith Airport (SYD),Available,Active,Star Air,233,233,8,25,287,320,72.81,537462.00000000,499991.2800000,32247.72000000,5223.00000000,102117.02000000,233,914765.00,54885.90,774053.09,46443.33,140711.91,8442.57,1943,84.62,43142436.00,43142436.00,1197,2007,0.00
2025-03-17,March,Q1,2025,Star Air,XX,709,SIN-DXB,Singapore Changi Airport (SIN),Dubai International Airport,Available,Active,Star Air,266,266,16,32,296,344,77.33,336468.66997100,309721.4232013,20188.12019826,6559.12657100,37013.37133209,266,363065.00,21783.90,306982.14,18418.87,56082.87,3365.03,1007,84.55,118605164.00,118605164.00,1507,2733,0.00
2025-12-11,December,Q4,2025,Star Air,XX,989,DXB-COK,Dubai International Airport,Cochin International Airport,Not Available,null,Star Air,222,222,null,null,null,0,null,null,null,null,null,null,null,1009230.00,60553.80,856259.40,51375.49,152970.60,9178.31,1700,84.84,99429500.00,99429500.00,1162,1977,0.00
2025-11-21,November,Q4,2025,Star Air,XX,420,DXB-CMB,Dubai International Airport,Bandaranaike International Airport (CMB),Not Available,null,Star Air,239,239,null,null,null,0,null,null,null,null,null,null,null,914765.00,54885.90,774053.09,46443.33,140711.91,8442.57,1943,84.62,43142436.00,43142436.00,1197,2007,0.00
2025-10-23,October,Q4,2025,Star Air,XX,310,DXB-IAH,Dubai International Airport,George Bush Intercontinental Airport,Not Available,null,Star Air,236,236,null,null,null,0,null,null,null,null,null,null,null,1164520.00,69871.20,987234.70,59234.11,177285.31,10637.09,1679,84.78,710432714.00,710432714.00,3880,14565,0.00
2026-02-13,February,Q1,2026,Star Air,XX,818,DXB-CCU,Dubai International Airport,Netaji Subhas Chandra Bose International Airport,Not Available,null,Star Air,229,229,null,null,null,0,null,null,null,null,null,null,null,471045.00,28262.70,397173.23,23830.44,73871.77,4432.26,1176,84.32,104413638.00,104413638.00,974,1467,0.00
2026-02-15,February,Q1,2026,Star Air,XX,367,DXB-ZRH,Dubai International Airport,Zurich Airport (ZRH),Not Available,null,Star Air,270,270,null,null,null,0,null,null,null,null,null,null,null,923785.00,55427.10,784274.92,47056.38,139510.08,8370.72,1445,84.90,74714710.00,74714710.00,967,1464,0.00
2025-03-01,March,Q1,2025,Star Air,XX,998,DXB-LHE,Dubai International Airport,Allama Iqbal International Airport,Available,Active,Star Air,261,261,10,21,286,317,82.33,235337.00000000,216441.7800000,14120.22000000,4775.00000000,18827.01000000,261,1170245.00,70214.70,988932.79,59336.13,181312.21,10878.57,2520,84.51,98992460.00,98992460.00,1515,2953,0.00
2025-07-25,July,Q3,2025,Star Air,XX,709,DXB-SIN,Dubai International Airport,Singapore Changi Airport (SIN),Not Available,null,Star Air,241,241,null,null,null,0,null,null,null,null,null,null,null,1195415.00,71724.90,1007944.63,60476.55,187470.38,11248.35,2506,84.32,335372243.00,335372243.00,3168,9776,0.00
2025-05-16,May,Q2,2025,Star Air,XX,385,DXB-CPT,Dubai International Airport,Cape Town International Airport,Available,Active,Star Air,251,251,8,32,291,331,75.83,612092.00000000,565638.4800000,36725.52000000,9728.00000000,61208.64000000,251,961835.00,57710.10,806402.46,48384.32,155432.54,9325.78,1722,83.84,692164464.00,692164464.00,3621,12877,0.00
2025-05-18,May,Q2,2025,Star Air,XX,735,DXB-JNB,Dubai International Airport,Tambo International Airport,Available,Active,Star Air,189,189,6,28,298,332,56.93,222877.00000000,206350.3800000,13372.62000000,3154.00000000,13372.01000000,189,1910070.00,114604.20,1609862.03,96591.75,300207.97,18012.45,2121,84.28,716447105.00,716447105.00,3762,13944,0.00
2025-04-26,April,Q2,2025,Star Air,XX,165,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,239,239,7,26,293,326,73.31,1002741.10356400,928143.8195061,60164.46621384,14432.81784400,180494.77295096,239,1363940.00,81836.40,1151313.14,68595.59,212626.87,13240.81,2338,84.41,82573519.00,82573519.00,1308,2266,0.00
2026-02-09,February,Q1,2026,Star Air,XX,883,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,815520.00,48931.20,694615.38,41676.75,120904.62,7254.45,1701,85.17,93554147.00,93554147.00,996,1530,0.00
2025-05-27,May,Q2,2025,Star Air,XX,706,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Not Available,null,Star Air,243,243,null,null,null,0,null,null,null,null,null,null,null,1271400.00,76284.00,1073183.63,64391.19,198216.37,11892.81,1953,84.41,730188834.00,730188834.00,3810,14414,0.00
2025-09-03,September,Q3,2025,Star Air,XX,367,ZRH-DXB,Zurich Airport (ZRH),Dubai International Airport,Available,Active,Star Air,245,245,12,30,292,334,73.35,233218.31706200,216882.5497834,13993.09902372,2342.66825500,25653.83623804,233,1555955.00,93357.30,1320658.67,79239.49,235296.33,14117.81,2239,84.88,590486900.00,590486900.00,3192,9853,0.00
2025-11-23,November,Q4,2025,Star Air,XX,667,CPT-DXB,Cape Town International Airport,Dubai International Airport,Not Available,null,Star Air,254,254,null,null,null,0,null,null,null,null,null,null,null,1825380.00,109522.80,1540717.61,92442.86,284662.39,17079.94,2204,84.41,87284880.00,87284880.00,1177,2010,0.00
2025-12-25,December,Q4,2025,Star Air,XX,399,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,239,239,null,null,null,0,null,null,null,null,null,null,null,738950.00,44337.00,624747.17,37484.97,114202.83,6852.03,1710,84.55,57252049.00,57252049.00,1160,1855,0.00
2025-04-05,April,Q2,2025,Star Air,XX,456,MIL-DXB,Milan–Malpensa Airport,Dubai International Airport,Not Available,null,Star Air,231,231,null,null,null,0,null,null,null,null,null,null,null,839500.00,50370.00,710072.98,42604.28,129427.02,7765.72,1606,84.58,80602051.00,80602051.00,1499,2693,0.00
2025-08-11,August,Q3,2025,Star Air,XX,231,MEL-DXB,Melbourne Airport (MEL),Dubai International Airport,Available,Active,Star Air,243,243,7,37,275,319,76.18,958681.83557100,886101.4347517,57520.91013426,15059.49068500,182147.84914373,243,723030.00,43381.80,613695.13,36821.75,109334.87,6560.05,1012,84.88,446764844.00,446764844.00,3128,9588,0.00
2025-10-17,October,Q4,2025,Star Air,XX,331,DXB-LHR,Dubai International Airport,Heathrow Airport,Available,Active,Star Air,253,253,15,26,293,334,75.75,394237.00000000,367979.7800000,23654.22000000,2603.00000000,19711.75000000,253,861195.00,51671.70,724820.25,43489.00,136374.76,8182.70,1938,84.16,499187171.00,499187171.00,3674,13404,0.00
2025-02-05,February,Q1,2025,Star Air,XX,876,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,259,259,null,null,null,0,null,null,null,null,null,null,null,1697325.00,101839.50,1440368.56,86422.08,256956.44,15417.42,2564,84.86,69222377.00,69222377.00,1517,2913,0.00
2025-06-06,June,Q2,2025,Star Air,XX,150,JFK-DXB,John F. Kennedy International Airport (JFK),Dubai International Airport,Available,Active,Star Air,245,245,12,31,296,339,72.27,1184485.45919100,1101255.4227481,71069.12755146,12160.90889200,130292.12720151,245,992575.00,59554.50,838545.13,50312.59,154029.87,9241.91,1742,84.48,662189911.00,662189911.00,3608,13001,0.00
2025-12-03,December,Q4,2025,Star Air,XX,139,CPT-DXB,Cape Town International Airport,Dubai International Airport,Not Available,null,Star Air,237,237,null,null,null,0,null,null,null,null,null,null,null,1729560.00,103773.60,1458124.88,87487.38,271435.13,16286.22,2451,84.31,99785233.00,99785233.00,1212,1941,0.00
2025-05-05,May,Q2,2025,Star Air,XX,653,SVO-DXB,Sheremetyevo International Airport,Dubai International Airport,Not Available,null,Star Air,263,263,null,null,null,0,null,null,null,null,null,null,null,408630.00,24517.80,346451.85,20787.05,62178.15,3730.75,967,84.78,274975352.00,274975352.00,2225,5326,0.00
2025-11-25,November,Q4,2025,Star Air,XX,748,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,244,244,null,null,null,0,null,null,null,null,null,null,null,874145.00,52448.70,738151.99,44289.18,135993.01,8159.52,1744,84.44,45660600.00,45660600.00,1211,1985,0.00
2025-11-09,November,Q4,2025,Star Air,XX,685,LHR-DXB,Heathrow Airport,Dubai International Airport,Available,Active,Star Air,252,252,12,27,291,330,76.36,362305.42378500,321075.8432172,21738.32542710,19491.25514100,32609.15178997,252,1877420.00,112645.20,1586554.68,95193.09,290865.32,17452.11,2664,84.51,538481319.00,538481319.00,3269,10107,0.00
2025-07-17,July,Q3,2025,Star Air,XX,106,DXB-COK,Dubai International Airport,Cochin International Airport,Not Available,null,Star Air,250,250,null,null,null,0,null,null,null,null,null,null,null,1678900.00,100734.00,1421606.18,85296.43,257293.82,15437.57,2186,84.67,491267394.00,491267394.00,3245,10166,0.00
2025-10-22,October,Q4,2025,Star Air,XX,270,BKK-DXB,Suvarnabhumi Airport,Dubai International Airport,Not Available,null,Star Air,235,235,null,null,null,0,null,null,null,null,null,null,null,1310250.00,78615.00,1110379.02,66622.68,199870.98,11992.32,1953,84.75,772645616.00,772645616.00,3912,14472,0.00
2025-04-18,April,Q2,2025,Star Air,XX,181,ZRH-DXB,Zurich Airport (ZRH),Dubai International Airport,Available,Active,Star Air,262,262,11,38,292,341,76.83,887853.58267900,817713.5691355,53271.21496074,16868.79858200,79908.49510821,262,971795.00,58307.70,823690.87,49421.37,148104.13,8886.33,1700,84.76,83693508.00,83693508.00,1350,2365,0.00
2026-02-28,February,Q1,2026,Star Air,XX,833,ORD-DXB,O'Hare International Airport (ORD),Dubai International Airport,Available,Active,Star Air,253,253,11,36,292,339,74.63,865116.30547500,803571.5626795,51906.97832850,9637.76446300,95161.94233949,253,842835.00,50570.10,715507.78,42930.47,127327.22,7639.63,1743,84.89,27650967.00,27650967.00,891,1351,0.00
2025-10-19,October,Q4,2025,Star Air,XX,422,YYZ-DXB,Toronto Pearson International Airport,Dubai International Airport,Available,Active,Star Air,255,255,16,32,297,345,73.91,1014724.79519100,928062.8859033,60883.48771146,25778.42157500,111619.66094851,255,730780.00,43846.80,621177.33,37270.65,109602.68,6576.15,1457,85.00,730733532.00,730733532.00,3788,13809,0.00
2026-02-05,February,Q1,2026,Star Air,XX,229,DXB-BKK,Dubai International Airport,Suvarnabhumi Airport,Not Available,null,Star Air,235,235,null,null,null,0,null,null,null,null,null,null,null,1328170.00,79690.20,1118446.41,67106.74,209723.59,12583.46,1909,84.21,43510826.00,43510826.00,989,1504,0.00
2025-04-09,April,Q2,2025,Star Air,XX,222,YUL-DXB,Montréal–Trudeau International Airport,Dubai International Airport,Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1379430.00,82765.80,1166236.78,69712.11,213193.24,13053.69,2396,84.54,256885889.00,256885889.00,1383,2526,0.00
2025-03-19,March,Q1,2025,Star Air,XX,876,DXB-BNE,Dubai International Airport,Brisbane Airport (BNE),Not Available,null,Star Air,247,247,null,null,null,0,null,null,null,null,null,null,null,1616315.00,96978.90,1372326.80,82339.63,243988.20,14639.27,2322,84.90,96187876.00,96187876.00,1472,2707,0.00
2025-03-20,March,Q1,2025,Star Air,XX,242,DXB-COK,Dubai International Airport,Cochin International Airport,Not Available,null,Star Air,249,249,null,null,null,0,null,null,null,null,null,null,null,1704340.00,102260.40,1444681.62,86680.95,259658.40,15579.45,2484,84.76,172572440.00,172572440.00,1496,2687,0.00
2025-03-18,March,Q1,2025,Star Air,XX,706,SYD-DXB,Sydney Kingsford Smith Airport (SYD),Dubai International Airport,Not Available,null,Star Air,249,249,null,null,null,0,null,null,null,null,null,null,null,1108585.00,66515.10,937895.13,56273.55,170689.87,10241.55,2282,84.60,138187590.00,138187590.00,1481,2678,0.00
2025-05-24,May,Q2,2025,Star Air,XX,445,DXB-COK,Dubai International Airport,Cochin International Airport,Not Available,null,Star Air,251,251,null,null,null,0,null,null,null,null,null,null,null,1236995.00,74219.70,1047729.19,61695.09,189265.81,12524.61,2394,84.70,810754763.00,810754763.00,3949,15105,0.00
2025-07-17,July,Q3,2025,Star Air,XX,847,DUB-DXB,Dublin Airport (DUB),Dubai International Airport,Available,Active,Star Air,247,247,12,31,298,341,72.43,327849.99883300,301572.1657767,19670.99992998,6606.83312700,36062.51340284,242,1678900.00,100734.00,1421606.18,85296.43,257293.82,15437.57,2186,84.67,491267394.00,491267394.00,3245,10166,0.00
