Settlement_Date,month_name,quarter_label,year,Carrier_Name,Carrier_Code,Currency,Sales_Value,Sales_Commission,Sales_Discount,Sales_Tax,Sales_Ticket_Count,Billing_Value,Billing_Commission,Billing_Discount,Billing_Ticket_Count,Settlement_Value,Settlement_Commission,Settlement_Discount,Rejected_Value,Rejected_Commission,Settlement_Diff,Settlement_Diff_Pct,FX_Variance,Acceptance_Rate_Pct
2025-09-27,September,Q3,2025,Star Air,XX,USD,664265.00,39855.90,15223.00,69120.60,745,1148815.00,68928.90,16420.00,1922,972441.78,58346.36,13826.94,176373.22,10582.54,176373.22,15.35,-484550.00,84.65
2026-01-09,January,Q1,2026,Star Air,XX,USD,50954.00,3057.24,743.00,5166.84,53,766635.00,45998.10,11505.00,1696,650189.79,39011.21,9540.87,116445.21,6986.89,116445.21,15.19,-715681.00,84.81
2026-02-12,February,Q1,2026,Star Air,XX,USD,47849.00,2870.94,217.00,4934.45,48,913310.00,54798.60,14450.00,1723,773646.24,46418.55,12396.22,139663.77,8380.05,139663.76,15.29,-865461.00,84.71
2026-01-16,January,Q1,2026,Star Air,XX,USD,42910.00,2574.60,465.00,4475.98,46,919875.00,55192.50,12495.00,1962,775865.49,46551.88,10599.34,144009.51,8640.62,144009.51,15.66,-876965.00,84.34
2025-12-27,December,Q4,2025,Star Air,XX,USD,56560.00,3393.60,819.00,5976.97,56,1856685.00,111401.10,81980.00,3449,1569781.51,94186.65,21825.76,286903.49,17214.45,286903.49,15.45,-1800125.00,84.55
2025-11-01,November,Q4,2025,Star Air,XX,USD,82065.00,4923.90,1014.00,8460.67,91,1327195.00,79631.70,66785.00,2219,1124833.50,67489.97,15532.30,202361.51,12141.73,202361.50,15.25,-1245130.00,84.75
2025-02-02,February,Q1,2025,Star Air,XX,USD,103958.00,6237.48,1040.00,10824.33,97,1688275.00,101296.50,23045.00,2006,1428813.24,85728.78,19716.99,259461.76,15567.72,259461.76,15.37,-1584317.00,84.63
2025-03-07,March,Q1,2025,Star Air,XX,USD,108107.00,6486.42,1695.00,11250.53,100,840415.00,50424.90,13255.00,1791,709275.47,42556.69,11335.18,131139.53,7868.21,131139.53,15.60,-732308.00,84.40
2025-03-29,March,Q1,2025,Star Air,XX,USD,75530.00,4531.80,717.00,7984.89,74,1374440.00,82466.40,22185.00,2734,1165960.58,69957.64,18755.62,208479.42,12508.76,208479.42,15.17,-1298910.00,84.83
2025-02-09,February,Q1,2025,Star Air,XX,USD,115267.00,6916.02,799.00,12029.63,108,2555820.00,153349.20,34950.00,3558,2158625.33,129517.72,29607.23,397194.67,23831.48,397194.67,15.54,-2440553.00,84.46
2025-08-26,August,Q3,2025,Star Air,XX,USD,488555.00,29313.30,10964.00,51135.57,497,648795.00,38927.70,10460.00,1215,548186.39,32891.25,8844.10,100608.61,6036.45,100608.61,15.51,-160240.00,84.49
2025-08-29,August,Q3,2025,Star Air,XX,USD,540485.00,32429.10,15879.00,55966.29,549,764825.00,45889.50,10580.00,1715,646318.22,38779.05,8860.63,118506.79,7110.45,118506.78,15.49,-224340.00,84.51
2025-06-18,June,Q2,2025,Star Air,XX,USD,421216.00,25272.96,13320.00,43703.81,413,1808635.00,108518.10,24900.00,2317,1527974.94,88509.18,20963.27,280660.06,20008.92,280660.06,15.52,-1387419.00,84.48
2025-05-21,May,Q2,2025,Star Air,XX,USD,452391.00,27143.46,9036.00,47747.10,444,1225375.00,73522.50,17770.00,1904,1034739.89,57781.99,15114.59,190635.11,15740.51,190635.11,15.56,-772984.00,84.44
2025-05-13,May,Q2,2025,Star Air,XX,USD,463432.00,27805.92,7742.00,48455.38,451,739865.00,44391.90,11070.00,1420,622577.78,36952.48,9387.79,117287.23,7439.42,117287.22,15.85,-276433.00,84.15
2025-05-08,May,Q2,2025,Star Air,XX,USD,464091.00,27845.46,6607.00,48410.79,454,867895.00,52073.70,15480.00,893,736523.98,43616.40,13188.35,131371.02,8457.30,131371.02,15.14,-403804.00,84.86
2026-03-01,March,Q1,2026,Star Air,XX,USD,63815.00,3828.90,483.00,6692.45,62,2496915.00,149814.90,35185.00,3916,2116435.15,126985.91,29847.40,380479.86,22828.99,380479.85,15.24,-2433100.00,84.76
2026-03-31,March,Q1,2026,Star Air,XX,USD,0.00,0.00,0.00,0.00,0,1790200.00,107412.00,27015.00,1966,1520341.50,91220.44,22894.22,269858.50,16191.56,269858.50,15.07,-1790200.00,84.93
2025-12-09,December,Q4,2025,Star Air,XX,USD,67814.00,4068.84,1240.00,7059.48,67,1342590.00,80555.40,28055.00,2421,1136336.10,68180.19,15978.54,206253.90,12375.21,206253.90,15.36,-1274776.00,84.64
2025-12-05,December,Q4,2025,Star Air,XX,USD,69468.00,4168.08,1121.00,7282.31,72,767080.00,46024.80,26025.00,1538,644431.96,38665.96,9602.63,122648.04,7358.84,122648.04,15.99,-697612.00,84.01
2026-01-01,January,Q1,2026,Star Air,XX,USD,48903.00,2934.18,712.00,5153.47,53,921135.00,55268.10,13515.00,1687,776339.12,46580.26,11437.42,144795.88,8687.84,144795.88,15.72,-872232.00,84.28
2026-03-19,March,Q1,2026,Star Air,XX,USD,11661.00,699.66,100.00,1203.53,11,1007925.00,60475.50,17035.00,2213,850991.12,51059.45,14437.74,156933.88,9416.05,156933.88,15.57,-996264.00,84.43
2026-03-20,March,Q1,2026,Star Air,XX,USD,9887.00,593.22,98.00,989.25,9,1014280.00,60856.80,16420.00,2218,858124.81,51487.36,14029.80,156155.19,9369.44,156155.19,15.40,-1004393.00,84.60
2026-01-26,January,Q1,2026,Star Air,XX,USD,47005.00,2820.30,1204.00,4728.25,47,692565.00,41553.90,9585.00,1468,588086.13,35285.21,8148.25,104478.87,6268.69,104478.87,15.09,-645560.00,84.91
2025-01-19,January,Q1,2025,Star Air,XX,USD,150399.00,9023.94,1892.00,15663.33,148,1535965.00,92157.90,23465.00,2508,1299953.36,77997.02,19864.31,236011.64,14160.88,236011.64,15.37,-1385566.00,84.63
2025-05-12,May,Q2,2025,Star Air,XX,USD,447716.00,26862.96,8687.00,46910.86,425,413470.00,24808.20,7435.00,977,348359.40,20830.09,6333.87,65110.60,3978.11,65110.60,15.75,34246.00,84.25
2025-08-01,August,Q3,2025,Star Air,XX,USD,448679.00,26920.74,8609.00,46905.25,456,1182805.00,70968.30,18270.00,2271,1000017.43,60001.18,15402.54,182787.57,10967.12,182787.57,15.45,-734126.00,84.55
2025-01-14,January,Q1,2025,Star Air,XX,USD,122490.00,7349.40,1517.00,12846.16,111,982385.00,58943.10,15195.00,1756,831076.82,49864.40,12879.40,151308.18,9078.70,151308.18,15.40,-859895.00,84.60
2025-01-30,January,Q1,2025,Star Air,XX,USD,112286.00,6737.16,1058.00,11419.48,99,1774835.00,106490.10,25480.00,1989,1508932.10,90535.84,21662.72,265902.91,15954.26,265902.90,14.98,-1662549.00,85.02
2025-09-30,September,Q3,2025,Star Air,XX,USD,768538.00,46112.28,15818.00,80177.92,822,1122230.00,67333.80,17275.00,2429,948294.39,56897.73,14543.37,173935.61,10436.07,173935.61,15.50,-353692.00,84.50
2025-02-07,February,Q1,2025,Star Air,XX,USD,117402.00,7044.12,1132.00,12320.24,113,622360.00,37341.60,9345.00,1241,526304.94,31578.23,7880.98,96055.06,5763.37,96055.06,15.43,-504958.00,84.57
2025-05-06,May,Q2,2025,Star Air,XX,USD,477776.00,28666.56,10452.00,49571.27,465,1523270.00,91396.20,21765.00,2585,1291999.65,77346.47,18525.51,231270.35,14049.73,231270.35,15.18,-1045494.00,84.82
2025-09-09,September,Q3,2025,Star Air,XX,USD,592589.00,35555.34,14276.00,62095.50,617,502930.00,30175.80,8900.00,1217,427044.04,25622.77,7643.44,75885.96,4553.03,75885.96,15.09,89659.00,84.91
2025-03-01,March,Q1,2025,Star Air,XX,USD,111984.00,6719.04,1453.00,11627.11,113,1170245.00,70214.70,16740.00,2520,988932.79,59336.13,13970.27,181312.21,10878.57,181312.21,15.49,-1058261.00,84.51
2025-03-10,March,Q1,2025,Star Air,XX,USD,101999.00,6119.94,1068.00,10493.82,96,704200.00,42252.00,10230.00,1245,598278.97,35896.72,8779.72,105921.03,6355.28,105921.03,15.04,-602201.00,84.96
2025-04-04,April,Q2,2025,Star Air,XX,USD,771350.00,46281.00,12775.00,80163.04,729,1129870.00,67792.20,16860.00,2134,960329.38,57619.70,14098.59,169540.62,10172.50,169540.62,15.01,-358520.00,84.99
2025-09-24,September,Q3,2025,Star Air,XX,USD,720992.00,43259.52,11477.00,74477.35,742,1380590.00,82835.40,20850.00,1996,1171168.36,70270.24,17910.44,209421.64,12565.16,209421.64,15.17,-659598.00,84.83
2025-04-25,April,Q2,2025,Star Air,XX,USD,550938.00,33056.28,9228.00,57659.39,532,917545.00,55052.70,13715.00,1681,776410.29,46584.57,11482.93,141134.71,8468.13,141134.71,15.38,-366607.00,84.62
2025-05-26,May,Q2,2025,Star Air,XX,USD,457112.00,27426.72,8263.00,47988.11,441,302710.00,18162.60,3500.00,726,255864.24,15351.88,2971.47,46845.76,2810.72,46845.76,15.48,154402.00,84.52
2025-06-04,June,Q2,2025,Star Air,XX,USD,449588.00,26975.28,6659.00,46978.20,415,921050.00,55263.00,12235.00,974,777712.67,45926.35,10213.05,143337.33,9336.65,143337.33,15.56,-471462.00,84.44
2025-11-22,November,Q4,2025,Star Air,XX,USD,78323.00,4699.38,1115.00,8101.02,70,1601825.00,96109.50,26945.00,2385,1358827.76,81529.42,20329.10,242997.24,14580.08,242997.24,15.17,-1523502.00,84.83
2026-01-06,January,Q1,2026,Star Air,XX,USD,42843.00,2570.58,216.00,4416.75,47,1239760.00,74385.60,19290.00,2398,1055756.68,63345.54,16461.97,184003.32,11040.06,184003.32,14.84,-1196917.00,85.16
2026-02-24,February,Q1,2026,Star Air,XX,USD,43738.00,2624.28,825.00,4525.11,39,781815.00,46908.90,9420.00,1669,661596.05,39695.85,7993.52,120218.96,7213.05,120218.95,15.38,-738077.00,84.62
2026-01-31,January,Q1,2026,Star Air,XX,USD,62052.00,3723.12,1203.00,6439.02,56,1525480.00,91528.80,22165.00,2454,1287959.14,77277.50,18803.42,237520.86,14251.30,237520.86,15.57,-1463428.00,84.43
2026-02-14,February,Q1,2026,Star Air,XX,USD,47162.00,2829.72,175.00,4816.96,45,1196760.00,71805.60,18090.00,2353,1007213.96,60432.58,15135.55,189546.04,11373.02,189546.04,15.84,-1149598.00,84.16
2025-10-06,October,Q4,2025,Star Air,XX,USD,88021.00,5281.26,1923.00,9046.08,81,717250.00,43035.00,17900.00,1446,605737.34,36344.21,7419.76,111512.66,6690.79,111512.66,15.55,-629229.00,84.45
2025-12-15,December,Q4,2025,Star Air,XX,USD,66645.00,3998.70,1142.00,6988.20,72,483665.00,29019.90,15755.00,956,410440.54,24626.48,6195.36,73224.46,4393.42,73224.46,15.14,-417020.00,84.86
2026-03-16,March,Q1,2026,Star Air,XX,USD,15946.00,956.76,26.00,1622.66,17,1420565.00,85233.90,21550.00,2660,1202005.46,72120.51,18266.02,218559.54,13113.39,218559.54,15.39,-1404619.00,84.61
2026-02-05,February,Q1,2026,Star Air,XX,USD,58182.00,3490.92,904.00,6008.58,47,1328170.00,79690.20,18180.00,1909,1118446.41,67106.74,15482.99,209723.59,12583.46,209723.59,15.79,-1269988.00,84.21
2025-03-30,March,Q1,2025,Star Air,XX,USD,72045.00,4322.70,1112.00,7656.62,64,1404770.00,84286.20,18635.00,2649,1188414.00,71304.81,15919.71,216356.00,12981.39,216356.00,15.40,-1332725.00,84.60
2025-07-18,July,Q3,2025,Star Air,XX,USD,404910.00,24294.60,9303.00,41503.39,406,1094170.00,65650.20,15985.00,1982,923442.48,55406.49,13679.71,170727.52,10243.72,170727.52,15.60,-689260.00,84.40
2025-07-30,July,Q3,2025,Star Air,XX,USD,430787.00,25847.22,10640.00,44779.86,410,2006000.00,120360.00,26690.00,2403,1692676.22,101560.38,22681.32,313323.78,18799.62,313323.78,15.62,-1575213.00,84.38
2025-11-11,November,Q4,2025,Star Air,XX,USD,67118.00,4027.08,2035.00,6905.80,78,947920.00,56875.20,21735.00,2183,800173.41,48010.35,10835.89,147746.59,8864.85,147746.59,15.59,-880802.00,84.41
2025-01-25,January,Q1,2025,Star Air,XX,USD,111996.00,6719.76,1188.00,11397.85,109,1599775.00,95986.50,23505.00,2976,1350002.09,81000.05,19815.67,249772.91,14986.45,249772.91,15.61,-1487779.00,84.39
2025-03-19,March,Q1,2025,Star Air,XX,USD,90028.00,5401.68,1741.00,9272.27,92,1616315.00,96978.90,26410.00,2322,1372326.80,82339.63,22369.42,243988.20,14639.27,243988.20,15.10,-1526287.00,84.90
2025-02-23,February,Q1,2025,Star Air,XX,USD,108891.00,6533.46,1862.00,11181.16,112,1776745.00,106604.70,25800.00,2748,1506177.02,90370.53,21791.76,270567.98,16234.17,270567.98,15.23,-1667854.00,84.77
2025-05-18,May,Q2,2025,Star Air,XX,USD,487532.00,29251.92,8470.00,50549.11,464,1910070.00,114604.20,28945.00,2121,1609862.03,96591.75,24291.54,300207.97,18012.45,300207.97,15.72,-1422538.00,84.28
2025-08-28,August,Q3,2025,Star Air,XX,USD,502652.00,30159.12,13351.00,52655.90,513,1372710.00,82362.60,22220.00,2418,1162139.77,69728.49,18779.20,210570.23,12634.11,210570.23,15.34,-870058.00,84.66
2025-08-25,August,Q3,2025,Star Air,XX,USD,497458.00,29847.48,8173.00,51675.24,521,730145.00,43808.70,10530.00,1216,616713.46,37002.81,9048.19,113431.54,6805.89,113431.54,15.54,-232687.00,84.46
2026-01-21,January,Q1,2026,Star Air,XX,USD,44847.00,2690.82,900.00,4677.08,47,1611105.00,96666.30,24145.00,2403,1363687.32,81821.42,20432.36,247417.69,14844.88,247417.68,15.36,-1566258.00,84.64
2026-02-02,February,Q1,2026,Star Air,XX,USD,68868.00,4132.08,902.00,7221.76,57,639460.00,38367.60,9405.00,986,541903.69,32514.24,7954.39,97556.31,5853.36,97556.31,15.26,-570592.00,84.74
2025-01-10,January,Q1,2025,Star Air,XX,USD,112956.00,6777.36,1408.00,11599.57,110,456595.00,27395.70,7160.00,1043,386390.18,23183.32,6024.39,70204.82,4212.38,70204.82,15.38,-343639.00,84.62
2025-02-25,February,Q1,2025,Star Air,XX,USD,82386.00,4943.16,1976.00,8634.51,84,1049000.00,62940.00,13645.00,2795,882997.31,52979.69,11574.12,166002.69,9960.31,166002.69,15.82,-966614.00,84.18
2025-02-20,February,Q1,2025,Star Air,XX,USD,102032.00,6121.92,1503.00,10496.02,98,1180440.00,70826.40,16600.00,1786,999735.15,59984.09,13990.32,180704.85,10842.31,180704.85,15.31,-1078408.00,84.69
2025-05-07,May,Q2,2025,Star Air,XX,USD,488123.00,29287.38,8534.00,50642.74,479,986430.00,59185.80,14220.00,1231,836082.15,48251.62,11982.74,150347.85,10934.18,150347.85,15.24,-498307.00,84.76
2025-09-18,September,Q3,2025,Star Air,XX,USD,640235.00,38414.10,10786.00,66068.89,686,1066865.00,64011.90,16845.00,1625,897238.82,53834.46,14034.65,169626.19,10177.44,169626.18,15.90,-426630.00,84.10
2025-09-02,September,Q3,2025,Star Air,XX,USD,529550.00,31773.00,11491.00,55135.87,546,1457160.00,87429.60,20235.00,2750,1236392.71,74183.50,17061.63,220767.29,13246.10,220767.29,15.15,-927610.00,84.85
2025-07-21,July,Q3,2025,Star Air,XX,USD,382462.00,22947.72,8654.00,39436.56,393,605460.00,36327.60,9545.00,1464,513428.25,30805.64,8072.82,92031.75,5521.96,92031.75,15.20,-222998.00,84.80
2025-11-25,November,Q4,2025,Star Air,XX,USD,64301.00,3858.06,1626.00,6719.40,67,874145.00,52448.70,27070.00,1744,738151.99,44289.18,10572.53,135993.01,8159.52,135993.01,15.56,-809844.00,84.44
2025-02-05,February,Q1,2025,Star Air,XX,USD,101631.00,6097.86,2422.00,10727.40,103,1697325.00,101839.50,27385.00,2564,1440368.56,86422.08,23306.78,256956.44,15417.42,256956.44,15.14,-1595694.00,84.86
2025-05-02,May,Q2,2025,Star Air,XX,USD,499921.00,29995.26,9084.00,52008.74,455,853155.00,51189.30,14300.00,1722,720091.69,43205.50,12184.93,133063.31,7983.80,133063.31,15.60,-353234.00,84.40
2025-07-06,July,Q3,2025,Star Air,XX,USD,356588.00,21395.28,9407.00,36999.23,377,1628150.00,97689.00,26760.00,2149,1377705.74,82662.30,22636.59,250444.26,15026.70,250444.26,15.38,-1271562.00,84.62
2025-10-04,October,Q4,2025,Star Air,XX,USD,76646.00,4598.76,1289.00,7902.87,81,963180.00,57790.80,65850.00,1452,818510.99,49110.77,12524.29,144669.01,8680.03,144669.01,15.02,-886534.00,84.98
2025-06-06,June,Q2,2025,Star Air,XX,USD,426318.00,25579.08,9214.00,44593.49,425,992575.00,59554.50,15440.00,1742,838545.13,50312.59,13191.71,154029.87,9241.91,154029.87,15.52,-566257.00,84.48
2025-06-02,June,Q2,2025,Star Air,XX,USD,412805.00,24768.30,9195.00,43322.64,421,943435.00,56606.10,13410.00,1463,797140.98,47777.83,11657.10,146294.02,8828.27,146294.02,15.51,-530630.00,84.49
2025-04-11,April,Q2,2025,Star Air,XX,USD,675244.00,40514.64,9591.00,70431.34,645,743385.00,44603.10,12170.00,1682,626309.78,37578.54,10205.48,117075.22,7024.56,117075.22,15.75,-68141.00,84.25
2025-04-28,April,Q2,2025,Star Air,XX,USD,482433.00,28945.98,7262.00,50405.89,484,549940.00,32996.40,7745.00,1189,465164.88,27644.18,6561.52,84775.12,5352.22,84775.12,15.42,-67507.00,84.58
2025-06-23,June,Q2,2025,Star Air,XX,USD,420868.00,25252.08,12154.00,44365.30,410,506060.00,30363.60,8300.00,496,428511.58,25710.73,7033.64,77548.43,4652.87,77548.42,15.32,-85192.00,84.68
2025-03-26,March,Q1,2025,Star Air,XX,USD,94540.00,5672.40,1287.00,10078.35,90,1321180.00,79270.80,17365.00,1962,1118689.17,67121.19,14657.12,202490.83,12149.61,202490.83,15.33,-1226640.00,84.67
2025-05-11,May,Q2,2025,Star Air,XX,USD,544086.00,32645.16,7263.00,56343.10,495,1543755.00,92625.30,21885.00,1899,1306942.08,78416.59,18658.97,236812.92,14208.71,236812.92,15.34,-999669.00,84.66
2025-08-17,August,Q3,2025,Star Air,XX,USD,510413.00,30624.78,11425.00,53172.64,521,1616805.00,97008.30,22250.00,2246,1364059.30,81843.59,18713.29,252745.71,15164.71,252745.70,15.63,-1106392.00,84.37
2025-07-08,July,Q3,2025,Star Air,XX,USD,404699.00,24281.94,11472.00,42655.29,390,1330505.00,79830.30,21180.00,2207,1124704.91,67482.46,18070.87,205800.09,12347.84,205800.09,15.47,-925806.00,84.53
2025-10-26,October,Q4,2025,Star Air,XX,USD,77965.00,4677.90,1762.00,8228.76,74,1937010.00,116220.60,90270.00,2608,1635603.65,98136.03,25691.33,301406.36,18084.57,301406.35,15.56,-1859045.00,84.44
2026-02-16,February,Q1,2026,Star Air,XX,USD,47574.00,2854.44,310.00,4744.65,46,476930.00,28615.80,6865.00,1219,405158.68,24309.35,5811.71,71771.33,4306.45,71771.32,15.05,-429356.00,84.95
2025-11-03,November,Q4,2025,Star Air,XX,USD,80190.00,4811.40,1318.00,8357.73,77,436685.00,26201.10,16230.00,983,367771.39,22066.39,4616.37,68913.62,4134.71,68913.61,15.78,-356495.00,84.22
2026-01-17,January,Q1,2026,Star Air,XX,USD,68223.00,4093.38,714.00,7087.79,67,1263380.00,75802.80,19310.00,2170,1065779.59,63946.88,16335.92,197600.41,11855.92,197600.41,15.64,-1195157.00,84.36
2026-02-04,February,Q1,2026,Star Air,XX,USD,50633.00,3037.98,367.00,5372.71,36,770895.00,46253.70,12425.00,1460,654575.80,39274.43,10586.04,116319.20,6979.27,116319.20,15.09,-720262.00,84.91
